"","scenario","metal","mean_point_estimate","variance_point_estimate","bias","relative_bias","RMSE","coverage","TPR","FDR","model_type"
"1",1,1,0.0702799526445839,7.10197546558984e-05,0.0110432522433141,0.13647006956494,0.0134422492965829,0.9,1,NA,"linear"
"2",1,2,0.00072451797167048,5.99417767109244e-05,0.00592423834000464,Inf,0.00758087159676588,0.95,NA,0.05,"linear"
"3",1,3,0.00429335595149284,0.000101072044247543,0.00919744817113844,Inf,0.0106981936494618,0.9,NA,0.1,"linear"
"4",1,4,0.00291171827516903,5.8442761334353e-05,0.00652189232261433,Inf,0.00799992041095339,1,NA,0,"linear"
"5",1,5,0.0667951867389227,6.70472498851656e-05,0.00689699866646439,0.102358376139047,0.00800237076110654,1,1,NA,"linear"
"6",1,6,-0.00750491684927681,9.83611059753967e-05,0.00937237018185795,Inf,0.0122379257879424,0.85,NA,0.15,"linear"
"7",1,7,0.00366050897697308,0.000101514947849763,0.00860196376764672,Inf,0.0104803877040773,1,NA,0,"linear"
"8",1,8,0.000492915346904199,8.17208290086351e-05,0.0064145337284334,Inf,0.00882483728447256,0.95,NA,0.05,"linear"
"9",1,9,0.000665297930432263,9.5913848375054e-05,0.00835139991094556,Inf,0.00956873958745554,1,NA,0,"linear"
"10",1,10,-0.00142371516909826,9.56894388942446e-05,0.00855542259066834,Inf,0.00964012094489757,1,NA,0,"linear"
"11",1,11,0.140894821817773,0.000404123660935914,0.0171525486265527,0.1156599166192,0.0209470183220311,0.9,NA,1,"linear"
"12",2,1,0.137076725797054,8.86885559836215e-05,0.0659243288187711,0.324748701150994,0.0665602828899479,0,1,NA,"linear"
"13",2,2,-0.000260907815520284,7.59786425697663e-05,0.00601132564170377,Inf,0.00849986960661618,0.95,NA,0.05,"linear"
"14",2,3,0.00133305632214049,0.000122478539343724,0.00848511995586216,Inf,0.0108688385549946,0.85,NA,0.15,"linear"
"15",2,4,0.00221150746453329,6.90094216090569e-05,0.00731491482041755,Inf,0.00839343289687184,1,NA,0,"linear"
"16",2,5,0.13199130285257,0.000107728134891855,0.0122650911540082,0.0855664165678072,0.0152031220870986,0.8,1,NA,"linear"
"17",2,6,-0.00151409054600105,7.98924413240228e-05,0.00718978170643185,Inf,0.00884252732194317,1,NA,0,"linear"
"18",2,7,-0.002369360871437,0.000105982224068809,0.00836524342166578,Inf,0.0103100428614272,0.9,NA,0.1,"linear"
"19",2,8,-0.000613907697210547,0.000106917017035697,0.00815317121716099,Inf,0.0100969326453436,0.95,NA,0.05,"linear"
"20",2,9,0.00252208957906865,0.000143893723125011,0.0100241000963565,Inf,0.0119607680695517,0.75,NA,0.25,"linear"
"21",2,10,-0.000922590274232626,0.000164655422032285,0.0102322713338615,Inf,0.0125408860829201,0.9,NA,0.1,"linear"
"22",2,11,0.269453824810964,0.000390346429326063,0.076881738420957,0.221986265873233,0.0792567398426671,0.05,NA,1,"linear"
"23",3,1,0.136884512443316,0.000182653268952728,0.0661165421725083,0.325695560043432,0.0674160051794391,0,1,NA,"linear"
"24",3,2,0.000333431684720131,0.000187537306647569,0.0108448092478772,Inf,0.0133518394988693,1,NA,0,"linear"
"25",3,3,-0.00128708868042688,0.000197142382621881,0.0105789055154476,Inf,0.0137456124185891,0.9,NA,0.1,"linear"
"26",3,4,0.00417589444021528,0.000270809172405258,0.0143308801655605,Inf,0.016574281527741,0.95,NA,0.05,"linear"
"27",3,5,0.13116911234342,0.000167715371962084,0.014922405504446,0.104104955238746,0.0175345486139685,0.9,1,NA,"linear"
"28",3,6,0.00157724063150253,0.000115730172277543,0.00868517147322367,Inf,0.0106033651108188,1,NA,0,"linear"
"29",3,7,-1.22086767009311e-05,0.000175546933192313,0.0106050600618665,Inf,0.0129139357124187,0.95,NA,0.05,"linear"
"30",3,8,-0.00247250009135414,0.000207810014497489,0.0112655995257272,Inf,0.0142664911759816,0.95,NA,0.05,"linear"
"31",3,9,-0.000172457832119177,0.000184264344056373,0.0110239175419172,Inf,0.0132318127464612,0.95,NA,0.05,"linear"
"32",3,10,-2.6243839447937e-05,0.000283189103647142,0.0135214907051169,Inf,0.0164021442867661,0.9,NA,0.1,"linear"
"33",3,11,0.270169692423125,9.78162510686974e-05,0.076165870808796,0.219919288963669,0.0767734675169584,0,NA,1,"linear"
"34",4,1,0.130522183439317,9.73973967353088e-05,0.00890311846550484,0.0710349967969635,0.0109289578269576,0.9,1,NA,"linear"
"35",4,2,0.0012434032061073,9.37872966747908e-05,0.00775483374131707,Inf,0.00952071338577153,0.9,NA,0.1,"linear"
"36",4,3,-0.00324540182654394,9.47476184836955e-05,0.00801555012503643,Inf,0.0100271067898594,0.9,NA,0.1,"linear"
"37",4,4,-0.00243764953299177,0.000101952739481971,0.00767176501865565,Inf,0.0101388972651648,0.9,NA,0.1,"linear"
"38",4,5,0.130396733074876,9.60029908103869e-05,0.0269898286210858,0.171487503953638,0.0286295946577217,0.2,1,NA,"linear"
"39",4,6,-0.00174667112596678,0.000172895191365313,0.011575135495172,Inf,0.0129345000606646,0.85,NA,0.15,"linear"
"40",4,7,0.0021155419751536,7.02638359773061e-05,0.00661557236243375,Inf,0.00843955935029061,0.95,NA,0.05,"linear"
"41",4,8,0.000424339972633225,6.69363001488826e-05,0.0064518744765206,Inf,0.00798558385804149,1,NA,0,"linear"
"42",4,9,-0.00301981594442491,6.33997157673337e-05,0.00654561274604435,Inf,0.0083276057974168,0.95,NA,0.05,"linear"
"43",4,10,-0.00201725057248754,7.25274413085355e-05,0.0067064011112751,Inf,0.00854226955295313,0.9,NA,0.1,"linear"
"44",4,11,0.252235412665672,0.000502728599245041,0.0320000346775067,0.113192596442918,0.0374959433538924,0.55,NA,1,"linear"
"45",5,1,0.131631232542631,0.000203874332411355,0.0128331252889153,0.102391203410932,0.0152752260470491,0.9,1,NA,"linear"
"46",5,2,-0.00194498291559864,0.000260374229184934,0.0130568656675775,Inf,0.0158473491874085,0.85,NA,0.15,"linear"
"47",5,3,-0.00198587617980595,0.000171124727606815,0.0109912177829298,Inf,0.0129039604551469,1,NA,0,"linear"
"48",5,4,0.00817909714754772,0.000187863166574197,0.0115002128495645,Inf,0.0156642152179581,0.8,NA,0.2,"linear"
"49",5,5,0.132416079252802,0.00043237425696353,0.028821825652195,0.183127614846005,0.0321602322373374,0.55,1,NA,"linear"
"50",5,6,-0.00153736030770606,0.000177232208666399,0.00956098197376312,Inf,0.0130665249760137,0.95,NA,0.05,"linear"
"51",5,7,0.000630652071506166,0.000282823684146533,0.013458901985,Inf,0.0164036648946052,0.9,NA,0.1,"linear"
"52",5,8,-0.00332706988609237,0.000139018204244196,0.0089402757143882,Inf,0.0119639745928738,1,NA,0,"linear"
"53",5,9,-0.00385356409259099,0.000218435122285505,0.0130082066017874,Inf,0.0149118517423872,0.95,NA,0.05,"linear"
"54",5,10,-0.00302916253187624,0.000238323481486857,0.0132965357502682,Inf,0.0153487176355889,0.95,NA,0.05,"linear"
"55",5,11,0.257179045100817,0.000168374178796171,0.0255252631588133,0.0902896150255037,0.0284867430427389,0.35,NA,1,"linear"
"56",6,1,0.185110349542479,6.93774580662874e-05,0.023268968813072,0.14377638591688,0.0246445429007456,0.25,1,NA,"linear"
"57",6,2,0.000965402559667816,9.38328866467152e-05,0.00696328115753826,Inf,0.00949069251512199,0.85,NA,0.15,"linear"
"58",6,3,0.00061674094465376,0.000135546115266763,0.00834677207382071,Inf,0.0113643820287879,0.85,NA,0.15,"linear"
"59",6,4,0.00100084611559719,0.000104867450157514,0.00866100731997357,Inf,0.0100312397337889,0.9,NA,0.1,"linear"
"60",6,5,0.132088372318727,9.4156698633552e-05,0.00716264400883555,0.0531504096971444,0.00982832597535629,0.95,1,NA,"linear"
"61",6,6,0.0043163638698414,8.4243202185748e-05,0.00847504325510959,Inf,0.00993287667965997,0.95,NA,0.05,"linear"
"62",6,7,0.00111414177183415,0.000134669258761868,0.00958751602028514,Inf,0.0113656107496043,0.8,NA,0.2,"linear"
"63",6,8,0.000138642306282444,9.7171716267161e-05,0.00828980754945321,Inf,0.00960897248111859,1,NA,0,"linear"
"64",6,9,-0.000136392399581164,0.000109636487241229,0.00790999489936108,Inf,0.0102065305449909,0.9,NA,0.1,"linear"
"65",6,10,0.00168600159656556,9.73682709199646e-05,0.0080760065333169,Inf,0.00976434630467334,1,NA,0,"linear"
"66",6,11,0.326900468626067,0.00035783352073358,0.0302973043158954,0.102147609875841,0.0354664417937136,0.75,NA,1,"linear"
"67",7,1,0.283464540837556,6.88373814317788e-05,0.0804634862217308,0.396369794107751,0.0808688328549068,0,1,NA,"linear"
"68",7,2,0.00222919296133242,9.67599104269328e-05,0.00852905693665207,Inf,0.00984333359002123,0.95,NA,0.05,"linear"
"69",7,3,0.000746405986060283,9.21915778194479e-05,0.00775570812883788,Inf,0.00938824375612937,1,NA,0,"linear"
"70",7,4,0.00374287444696224,5.53017764811197e-05,0.00645660156061629,Inf,0.00815756071278582,0.95,NA,0.05,"linear"
"71",7,5,0.150506474448801,3.65931419734857e-05,0.00764723457408887,0.0533503135803752,0.00928017633782349,0.95,1,NA,"linear"
"72",7,6,0.00112560047241586,5.79161206752347e-05,0.0062224519433191,Inf,0.00750248565909831,1,NA,0,"linear"
"73",7,7,0.000549536740690426,0.000105129846042503,0.00819821596712589,Inf,0.0100087633786471,0.9,NA,0.1,"linear"
"74",7,8,-0.00268516757256829,9.00765053583856e-05,0.00745314153847423,Inf,0.00963238314142656,0.85,NA,0.15,"linear"
"75",7,9,-0.000790235489748126,6.42941001796938e-05,0.00693300343662906,Inf,0.00785518092089333,1,NA,0,"linear"
"76",7,10,0.00324531645548549,9.7385241658445e-05,0.00794797986380487,Inf,0.0101512589599403,0.9,NA,0.1,"linear"
"77",7,11,0.442134539286987,0.000392805112490031,0.0957989760550656,0.276607389553335,0.0977272156058104,0,NA,1,"linear"
"78",8,1,0.105294162343911,0.000110279907010528,0.0200400935433985,0.159893186435933,0.02250269452506,0.5,1,NA,"linear"
"79",8,2,0.00129904680941739,6.65277871307673e-05,0.00657504806045637,Inf,0.00805536593751559,1,NA,0,"linear"
"80",8,3,0.00048622442076689,9.03353375238387e-05,0.00745700532123368,Inf,0.00927658260541008,0.9,NA,0.1,"linear"
"81",8,4,-0.00347350164840363,6.70749718699607e-05,0.00721751160613402,Inf,0.0087055405907919,1,NA,0,"linear"
"82",8,5,0.185779036701121,6.55800035099457e-05,0.0283924750051595,0.180399614167873,0.029469198161013,0.1,1,NA,"linear"
"83",8,6,-0.0021760404882228,8.23449591477989e-05,0.00718285889489427,Inf,0.0091083952152283,0.95,NA,0.05,"linear"
"84",8,7,0.000323620702241811,9.61649455362571e-05,0.00782697287559015,Inf,0.00956354686391841,0.95,NA,0.05,"linear"
"85",8,8,0.00247698490841508,0.000146115727268067,0.010019408028741,Inf,0.0120393270219385,0.85,NA,0.15,"linear"
"86",8,9,0.0015745821048466,0.000103121065256824,0.00793159318863537,Inf,0.0100221914169949,0.95,NA,0.05,"linear"
"87",8,10,-0.00221910261456166,0.000115393813115692,0.00909882091392085,Inf,0.0107027351118236,0.95,NA,0.05,"linear"
"88",8,11,0.289365013239532,0.000423414627703619,0.0176396876273285,0.0623962462260341,0.0211331229861496,0.95,NA,1,"linear"
"89",9,1,0.283449472271527,0.000104835368420291,0.0804484176557023,0.396295565104079,0.0810650448917756,0,1,NA,"linear"
"90",9,2,-0.00265953560061878,0.000108157789192929,0.00860381032333566,Inf,0.0104796483406764,0.95,NA,0.05,"linear"
"91",9,3,-0.00401527777199739,0.000221054949327916,0.0117324682980548,Inf,0.0150374418518516,0.95,NA,0.05,"linear"
"92",9,4,0.00327502296895552,8.81068894694035e-05,0.0081639137394977,Inf,0.00971737209553692,1,NA,0,"linear"
"93",9,5,0.154096444136108,0.000107284628316418,0.0120432659089007,0.0840188706841452,0.0147519908872436,0.95,1,NA,"linear"
"94",9,6,0.00230525451733088,0.000168017458516086,0.0106174885240718,Inf,0.0128425380661284,1,NA,0,"linear"
"95",9,7,0.00263075872454093,0.000166525521093969,0.0112101682639794,Inf,0.0128499080349246,1,NA,0,"linear"
"96",9,8,0.00114607001304134,0.000155768894619133,0.0101772193857882,Inf,0.0122185893769686,0.95,NA,0.05,"linear"
"97",9,9,-0.00257496511854523,0.000274222644458187,0.0125485052806485,Inf,0.0163444778930684,0.95,NA,0.05,"linear"
"98",9,10,-0.00540242917252556,0.000279436499861631,0.0151254152622028,Inf,0.0171653987962035,0.9,NA,0.1,"linear"
"99",9,11,0.432250814967816,0.000177987978771026,0.0859152517358949,0.248069389508124,0.086893722792125,0,NA,1,"linear"
"100",10,1,0.101960058086963,0.000134067162696824,0.0238561028606988,0.190339845174876,0.0259560576238324,0.45,1,NA,"linear"
"101",10,2,-0.00337925109338086,0.000141872885522438,0.00991343722523679,Inf,0.0120912604470515,0.95,NA,0.05,"linear"
"102",10,3,0.00467843897750648,0.000251773821454835,0.0132798529631099,Inf,0.0161577511321454,0.95,NA,0.05,"linear"
"103",10,4,-0.000849550058928217,0.000236906230334918,0.0134090263881801,Inf,0.0150260658231221,0.9,NA,0.1,"linear"
"104",10,5,0.180672286172075,0.00018043696353568,0.0235483285143232,0.149620960395677,0.0267140427441522,0.65,1,NA,"linear"
"105",10,6,-0.00482291828281742,0.000302047977655625,0.0153987847474691,Inf,0.0176126692904732,0.95,NA,0.05,"linear"
"106",10,7,0.00280750697987133,0.000230428890245318,0.0124776053577442,Inf,0.015059533232311,0.9,NA,0.1,"linear"
"107",10,8,-0.00484722029604576,0.000265988310504204,0.012503227563383,Inf,0.0166187977777393,0.85,NA,0.15,"linear"
"108",10,9,0.00118721933561765,0.000224350537205692,0.0107810612616516,Inf,0.0146472693733771,0.9,NA,0.1,"linear"
"109",10,10,0.00117813891769776,0.000137805093994411,0.00915741018859808,Inf,0.0115022976228267,1,NA,0,"linear"
