"","scenario","metal","mean_point_estimate","variance_point_estimate","bias","relative_bias","RMSE","coverage","TPR","FDR","model_type"
"1",1,1,0.0627741859235163,7.13809957326952e-05,0.0181465044411875,0.224250489700502,0.019927558038558,0.6,1,NA,"linear"
"2",1,2,0.00037344807969335,5.89567772203581e-05,0.00585114184922226,Inf,0.00749322372731302,1,NA,0,"linear"
"3",1,3,0.000296378730112956,8.35046086521027e-05,0.00760820835120856,Inf,0.00891163388897686,0.95,NA,0.05,"linear"
"4",1,4,0.00256620701213447,0.000102832475699077,0.00841910298985146,Inf,0.0102115753115399,0.9,NA,0.1,"linear"
"5",1,5,0.0674071982460293,8.72052202253408e-05,0.00720142509811851,0.106876369646779,0.00910195864875701,0.95,1,NA,"linear"
"6",1,6,-0.000760198974579773,9.87354404018854e-05,0.00716752958419109,Inf,0.00971476046347738,0.9,NA,0.1,"linear"
"7",1,7,0.0012857453808827,6.11263813609552e-05,0.00685645634865987,Inf,0.00772807889953051,1,NA,0,"linear"
"8",1,8,-0.00164593074421671,5.40456507481119e-05,0.0055194134871646,Inf,0.00735203755604282,1,NA,0,"linear"
"9",1,9,0.00241110026659938,4.93926833716854e-05,0.00599858486982191,Inf,0.00726198689744733,0.95,NA,0.05,"linear"
"10",1,10,0.000247976510561376,7.66051731651375e-05,0.0065525695359523,Inf,0.00853442481112059,0.9,NA,0.1,"linear"
"11",1,11,0.134956110430733,0.00029548538814606,0.0176019350558603,0.118690136680087,0.0214199144322347,0.95,NA,1,"linear"
"12",2,1,0.133387201658149,0.0001653420691214,0.0696138529576758,0.342923602487773,0.0707330438287385,0,1,NA,"linear"
"13",2,2,0.00354636058003911,5.31988609402878e-05,0.00535313921888182,Inf,0.00794453216098524,0.95,NA,0.05,"linear"
"14",2,3,-0.00141726582627089,8.54718849363796e-05,0.00771756911126156,Inf,0.00912178343921165,0.95,NA,0.05,"linear"
"15",2,4,-0.000390595230977564,0.000160772892342066,0.00956191214268597,Inf,0.0123647406911518,0.8,NA,0.2,"linear"
"16",2,5,0.132205150548869,7.00666690515648e-05,0.0114312771169478,0.0797493803681305,0.0138039294763453,0.75,1,NA,"linear"
"17",2,6,0.00249240425581545,8.33662792873943e-05,0.00740901210984133,Inf,0.00924175547704177,0.95,NA,0.05,"linear"
"18",2,7,-0.0033831024764395,6.82344104185346e-05,0.00768626876611155,Inf,0.00873315935178667,1,NA,0,"linear"
"19",2,8,0.00124141583977916,0.000105519391787128,0.00870282057068935,Inf,0.0100888322161203,0.95,NA,0.05,"linear"
"20",2,9,0.00144820304689418,0.000159256842826109,0.00971122385486795,Inf,0.0123851238487888,0.9,NA,0.1,"linear"
"21",2,10,0.00307678956938257,8.55727228662154e-05,0.00758457439151335,Inf,0.00952684211988243,0.9,NA,0.1,"linear"
"22",2,11,0.272206561965241,0.000476464871086816,0.0741290012666806,0.214038086573976,0.0771216600983667,0.1,NA,1,"linear"
"23",3,1,0.133791490049242,0.000163482082788623,0.0692095645665827,0.34093204440519,0.0703226265589189,0,1,NA,"linear"
"24",3,2,0.0004078473641552,0.000226499832957274,0.0111843686124346,Inf,0.0146745078548433,0.95,NA,0.05,"linear"
"25",3,3,0.000438927546556545,0.000299197745077134,0.0138560665317228,Inf,0.016865067898304,0.9,NA,0.1,"linear"
"26",3,4,-0.00519114447950089,9.49642856299068e-05,0.00814629167451217,Inf,0.0108242344928158,1,NA,0,"linear"
"27",3,5,0.139473620349392,0.000142442011641246,0.00978419372206948,0.0682586362620816,0.0122584213225296,1,1,NA,"linear"
"28",3,6,0.00100600103691674,0.000363026635828205,0.0160517817534097,Inf,0.0185980467287044,0.9,NA,0.1,"linear"
"29",3,7,-7.85212648740763e-05,0.000169610224209004,0.00927276636748845,Inf,0.012693930777643,0.95,NA,0.05,"linear"
"30",3,8,0.00346712883092677,0.000306832429047745,0.0136378064722592,Inf,0.0174215897645881,0.85,NA,0.15,"linear"
"31",3,9,-0.00412118822317529,0.000257840567761938,0.0135042796235083,Inf,0.016184335999499,0.95,NA,0.05,"linear"
"32",3,10,-0.00123619750208067,0.000142457055105322,0.00964768796302066,Inf,0.0116988198812618,0.95,NA,0.05,"linear"
"33",3,11,0.267957963707559,0.000113331251901315,0.0783775995243625,0.226305375032703,0.0790614494966263,0,NA,1,"linear"
"34",4,1,0.131533905295154,6.424935246811e-05,0.00790451839903039,0.0630675017222545,0.00997359201215366,0.95,1,NA,"linear"
"35",4,2,0.00145973736878786,8.00477188979432e-05,0.00724355703677522,Inf,0.00884172868498473,1,NA,0,"linear"
"36",4,3,0.000461827120794234,6.19531066689445e-05,0.00599341762672141,Inf,0.00768561875355514,1,NA,0,"linear"
"37",4,4,0.000365161741647935,8.12125194153621e-05,0.00723581774247646,Inf,0.00879120222393714,0.95,NA,0.05,"linear"
"38",4,5,0.129123450630627,3.63872301589719e-05,0.0282631110653346,0.179577663815626,0.0288681713266092,0.1,1,NA,"linear"
"39",4,6,-0.00024453274311651,0.000106099164601128,0.00851104725296454,Inf,0.0100426093538247,0.95,NA,0.05,"linear"
"40",4,7,0.000573493373935596,9.38287385583162e-05,0.00781225502174032,Inf,0.0094586572133865,0.95,NA,0.05,"linear"
"41",4,8,-0.00219494385976724,0.000138244269138416,0.0098888305424121,Inf,0.0116683261108449,0.9,NA,0.1,"linear"
"42",4,9,-0.00261622675782858,9.63764305029375e-05,0.00836663023693778,Inf,0.00991979089629257,0.95,NA,0.05,"linear"
"43",4,10,-0.00054491383191615,7.5503340743656e-05,0.0065819703464558,Inf,0.00848676055928802,0.95,NA,0.05,"linear"
"44",4,11,0.257916958338319,0.000310019614059937,0.0255649926934915,0.0904301489102639,0.0301484883448318,0.75,NA,1,"linear"
"45",5,1,0.12778470641703,0.000128414387332702,0.00930964312697762,0.0742785207529224,0.0113136367170187,1,1,NA,"linear"
"46",5,2,-0.000401449038615831,0.000237246420450582,0.0128760094431343,Inf,0.0150181643604889,0.9,NA,0.1,"linear"
"47",5,3,-2.24046059877248e-05,0.000252144064171296,0.0131305591591876,Inf,0.0154769946349122,1,NA,0,"linear"
"48",5,4,-0.000669993362366617,0.000208690100578615,0.0113318913287682,Inf,0.0140962578954593,0.95,NA,0.05,"linear"
"49",5,5,0.129018540037324,0.000245539160485489,0.028368021658638,0.180244242919794,0.0322181137760448,0.55,1,NA,"linear"
"50",5,6,0.00283212592106024,0.000155774117325043,0.0105834555494632,Inf,0.0124902501452746,1,NA,0,"linear"
