"","scenario","metal","mean_point_estimate","variance_point_estimate","bias","relative_bias","RMSE","coverage","TPR","FDR","model_type"
"29",3,7,0.00134357974160563,0.000130080934277304,0.0091140698755018,Inf,0.0111974146161286,1,NA,0,"linear"
"30",3,8,0.00149421478864133,0.00027895095071645,0.0123232204367083,Inf,0.0163473570039692,0.95,NA,0.05,"linear"
"31",3,9,0.0023599944335491,0.000262225350635082,0.0135870744502653,Inf,0.0159588112599188,1,NA,0,"linear"
"32",3,10,0.00240973073773226,0.000243225624995563,0.012684536981118,Inf,0.015390618765149,0.95,NA,0.05,"linear"
"33",3,11,0.270128306535414,0.000201769700110811,0.0762072566965074,0.220038785463899,0.077454678285515,0,NA,1,"linear"
"34",4,1,0.130350574827462,4.87492266231445e-05,0.00653689723972362,0.05215571108988,0.00845430192276815,0.95,1,NA,"linear"
"35",4,2,0.00395362242706401,0.000116330457352156,0.00927972047583718,Inf,0.0112314320004322,0.85,NA,0.15,"linear"
"36",4,3,0.00322392186098359,9.3594756497621e-05,0.00738260136740225,Inf,0.00996537459599326,0.9,NA,0.1,"linear"
"37",4,4,0.000452973368429976,0.000126787646610382,0.00978126958911756,Inf,0.0109842363936857,0.95,NA,0.05,"linear"
"38",4,5,0.132160211346989,0.000102746383126875,0.0252263503489722,0.160282746361182,0.0270920249501514,0.3,1,NA,"linear"
"39",4,6,-0.00288147579036788,7.88548945161148e-05,0.0067408555193033,Inf,0.00912222848435542,0.9,NA,0.1,"linear"
"40",4,7,0.000229949285821029,9.8469636441049e-05,0.007975234988627,Inf,0.00967465923394959,1,NA,0,"linear"
"41",4,8,-0.00151854246406733,0.000105341307352213,0.00877204253194999,Inf,0.0101183107878627,0.95,NA,0.05,"linear"
"42",4,9,-0.000489157409541474,7.64230932154393e-05,0.00711308730487816,Inf,0.00853470641123505,1,NA,0,"linear"
"43",4,10,-0.000394828213899046,0.000110720631956595,0.00800305205828942,Inf,0.0102635515138404,0.95,NA,0.05,"linear"
"44",4,11,0.265087249238874,0.000312092864315942,0.0211705940980841,0.0748859974169246,0.0246343051381794,0.9,NA,1,"linear"
"45",5,1,0.128650633460114,0.000180646125744416,0.0119797945893733,0.0955827639025082,0.0135134074038561,1,1,NA,"linear"
"46",5,2,0.000442741255737866,7.1861309922579e-05,0.0068664815102446,Inf,0.00827431352113167,1,NA,0,"linear"
"47",5,3,0.00153006824913351,8.81097697430901e-05,0.00825205137017535,Inf,0.00927606544300665,1,NA,0,"linear"
"48",5,4,-0.00265271853149385,0.000327748716663462,0.0129493441686275,Inf,0.0178437158808814,0.9,NA,0.1,"linear"
"49",5,5,0.123521664051944,0.000291295776025745,0.034336823801169,0.218168714222887,0.0377301242996133,0.3,1,NA,"linear"
"50",5,6,0.00539031430701762,8.5580855959637e-05,0.00893640129920463,Inf,0.0105051083521349,1,NA,0,"linear"
"51",5,7,-0.00174806284522646,0.000251009160693177,0.0126051589735277,Inf,0.0155407344218148,0.9,NA,0.1,"linear"
"52",5,8,0.00290591063152159,0.000163606937036851,0.0103301312045843,Inf,0.0128012072392958,0.95,NA,0.05,"linear"
"53",5,9,0.0032293104365803,0.000157339629875038,0.0089985851255977,Inf,0.0126452004443224,0.9,NA,0.1,"linear"
"54",5,10,-0.00258817823396418,0.000328919289733128,0.0135796289300619,Inf,0.0178653852971952,0.9,NA,0.1,"linear"
"55",5,11,0.258681682781364,8.66591207760766e-05,0.0240226254782661,0.0849743876425265,0.0256790322949739,0.4,NA,1,"linear"
"56",6,1,0.188595750453166,7.10145655604085e-05,0.0267543697237589,0.165312292833754,0.0279867850350478,0.15,1,NA,"linear"
"57",6,2,4.32314770737463e-05,9.90894600170283e-05,0.00800875129538241,Inf,0.00970241495591623,0.95,NA,0.05,"linear"
"58",6,3,0.00177810564548941,6.98918416491042e-05,0.00728890114121363,Inf,0.00834019839411331,0.9,NA,0.1,"linear"
"59",6,4,-0.00313705065457957,0.000112463573679005,0.00861061703652422,Inf,0.0108019202831928,0.95,NA,0.05,"linear"
"60",6,5,0.135351325795387,4.91478247393446e-05,0.00548017247028938,0.0406656273364402,0.0068584250032496,1,1,NA,"linear"
"61",6,6,-0.00235023460461186,0.000130697605885856,0.00891653566686279,Inf,0.0113879905289862,0.9,NA,0.1,"linear"
"62",6,7,0.00356626127873942,0.000119022365705522,0.0094781310907716,Inf,0.0112155903513138,0.9,NA,0.1,"linear"
"63",6,8,-0.00550737168487994,0.000116354348904865,0.00911794714522209,Inf,0.0118687730762299,0.9,NA,0.1,"linear"
"64",6,9,-4.28250014580245e-05,7.46018439245444e-05,0.0074870182291739,Inf,0.00841864512312207,1,NA,0,"linear"
"65",6,10,0.00326625243945411,8.30940459586628e-05,0.00791388522758802,Inf,0.00946613694486666,0.95,NA,0.05,"linear"
"66",6,11,0.321563445143781,0.000356837334026844,0.0271996286212633,0.091703770876899,0.0310163035614837,0.8,NA,1,"linear"
"67",7,1,0.281396524723909,6.61361461623967e-05,0.0783954701080847,0.386182575536105,0.078795171630766,0,1,NA,"linear"
"68",7,2,-0.00406259422704613,7.91378329248501e-05,0.00806429282440633,Inf,0.00957526047333628,0.95,NA,0.05,"linear"
"69",7,3,0.00427739806589489,6.06995526668964e-05,0.00740474611056452,Inf,0.00871554411655824,1,NA,0,"linear"
"70",7,4,0.00109133827649839,0.000138085366676809,0.00958510936225425,Inf,0.0115053082347549,0.85,NA,0.15,"linear"
"71",7,5,0.146388560879075,7.85613717559432e-05,0.00759616872591511,0.0529940568202454,0.00916116559828434,1,1,NA,"linear"
"72",7,6,0.00333839708850607,8.25894682163098e-05,0.00740703689750781,Inf,0.00946598594579773,0.95,NA,0.05,"linear"
"73",7,7,0.00175175921272337,9.50942643026268e-05,0.00702690546082323,Inf,0.00966479236335974,0.95,NA,0.05,"linear"
"74",7,8,-0.00228767347156462,8.44271395614236e-05,0.00707340559032166,Inf,0.00924333449009896,0.95,NA,0.05,"linear"
"75",7,9,0.000507139140714696,0.000142410475025828,0.0100034836389452,Inf,0.0116424714465006,0.95,NA,0.05,"linear"
"76",7,10,0.00157892250879392,5.75246580550098e-05,0.00627455886332062,Inf,0.00755919449683863,1,NA,0,"linear"
"77",7,11,0.433979772197505,0.000450589658168413,0.0876442089655833,0.253061534159843,0.090053137316047,0,NA,1,"linear"
"78",8,1,0.103079837144594,0.000105134684146313,0.0222544187427156,0.177560544682413,0.0243954320214898,0.4,1,NA,"linear"
"79",8,2,0.000734542503885871,7.05321641429422e-05,0.00680338784030052,Inf,0.00821858312763277,1,NA,0,"linear"
"80",8,3,-0.00194155855610736,7.12268559447629e-05,0.00683503597092352,Inf,0.00845193248756274,0.95,NA,0.05,"linear"
"81",8,4,-0.00118631652009071,6.40288910296284e-05,0.00645553179614926,Inf,0.00788890317876871,1,NA,0,"linear"
"82",8,5,0.183637610245753,8.24210751809092e-05,0.0262510485497921,0.166793455978178,0.0277023026368821,0.2,1,NA,"linear"
"83",8,6,0.000781417581160992,9.11157319965663e-05,0.00808920356119565,Inf,0.00933651748956138,1,NA,0,"linear"
"84",8,7,-0.000291336601850056,0.000100132762786797,0.00731999820985416,Inf,0.00975761249809779,0.9,NA,0.1,"linear"
"85",8,8,-0.00264462543810593,9.66448253110251e-05,0.0081458506263536,Inf,0.00994015230030963,0.95,NA,0.05,"linear"
"86",8,9,-0.00238521709845183,5.4613368658066e-05,0.00633536622968855,Inf,0.00758761891715113,1,NA,0,"linear"
"87",8,10,-0.0037035238495351,7.15467224176186e-05,0.00768875888071014,Inf,0.00903800172609039,0.95,NA,0.05,"linear"
"88",8,11,0.276080829411253,0.000317942639079224,0.0154474011203931,0.0546415483212463,0.0185988166069822,1,NA,1,"linear"
"89",9,1,0.281874644039255,0.000152836225926103,0.0788735894234304,0.388537830863475,0.0797887054862132,0,1,NA,"linear"
"90",9,2,-0.00490178105625414,6.52646170949666e-05,0.00716256462387628,Inf,0.00927517351663408,0.95,NA,0.05,"linear"
"91",9,3,0.0017478982552567,0.00031341535922471,0.0134929843270641,Inf,0.0173435792031,0.9,NA,0.1,"linear"
"92",9,4,-0.00157138970950472,0.000175425944384834,0.00957562645315135,Inf,0.0130047650030568,0.95,NA,0.05,"linear"
"93",9,5,0.153134220175297,0.000390241197290981,0.0175441718973542,0.122395496458715,0.021602214159996,0.85,1,NA,"linear"
"94",9,6,-0.000834982498702974,0.000231362252242147,0.0124301072357483,Inf,0.0148489506499005,0.95,NA,0.05,"linear"
"95",9,7,0.00186096971954939,0.000250326832245024,0.0123411172739834,Inf,0.0155329874438194,0.95,NA,0.05,"linear"
"96",9,8,-0.000563047361514135,0.000252095683580411,0.0119889534724015,Inf,0.0154857328445475,0.95,NA,0.05,"linear"
"97",9,9,0.00526177458775541,0.000232554757828838,0.0122902288943767,Inf,0.0157674757570686,0.9,NA,0.1,"linear"
"98",9,10,-0.00147951332160419,0.000235058564614531,0.0131562635644296,Inf,0.0150164774848367,0.95,NA,0.05,"linear"
"99",9,11,0.434528792829534,0.000241505597719191,0.0881932295976122,0.254646761581785,0.0894845018128299,0,NA,1,"linear"
"100",10,1,0.106380483046135,0.000149183927308809,0.0200068266690927,0.159627761201066,0.0223823643938307,0.45,1,NA,"linear"
"101",10,2,0.00039680654142431,9.91614213500532e-05,0.00781237474035217,Inf,0.00971394902775733,0.95,NA,0.05,"linear"
"102",10,3,0.00278707170987105,0.000255324251390562,0.0125514121547661,Inf,0.0158216878852099,0.9,NA,0.1,"linear"
"103",10,4,-0.00290590306594547,0.000268443774356089,0.0132786170273122,Inf,0.0162316314111353,0.95,NA,0.05,"linear"
"104",10,5,0.184961874247276,0.000248228595375448,0.0278906670565505,0.17721123554646,0.0315628742022866,0.45,1,NA,"linear"
"105",10,6,-0.00569740673970074,9.35308989261879e-05,0.00801641973804501,Inf,0.011014299684386,0.95,NA,0.05,"linear"
"106",10,7,0.000376163533786689,0.000293548154167631,0.0138986629665911,Inf,0.0167036596428268,0.8,NA,0.2,"linear"
"107",10,8,0.00201867251929959,0.000298943792336665,0.0137257107896245,Inf,0.0169726733739858,0.9,NA,0.1,"linear"
"108",10,9,-0.00116158089737515,0.000228875518097663,0.0109585651400823,Inf,0.0147912478301841,0.95,NA,0.05,"linear"
"109",10,10,-0.00199685110904109,0.000188425656506942,0.0112233487525258,Inf,0.0135274457320395,1,NA,0,"linear"
"110",10,11,0.28515932978573,0.00015197515641523,0.0102508840976543,0.0362600915449796,0.0122639116634165,0.95,NA,1,"linear"
