"","scenario","metal","mean_point_estimate","variance_point_estimate","bias","relative_bias","RMSE","coverage","TPR","FDR","model_type"
"1",1,1,0.0639976426942745,0.000104680480935499,0.0169230476704292,0.209131281433194,0.0196427085541772,0.6,1,NA,"linear"
"2",1,2,0.00282202906446788,8.2559769988249e-05,0.0080144550708407,Inf,0.00929492493404535,0.95,NA,0.05,"linear"
"3",1,3,0.00148855321461338,0.000115628111375952,0.00720282067329711,Inf,0.0105859575136069,0.9,NA,0.1,"linear"
"4",1,4,-0.00148467505076192,0.00011128379923652,0.00865171334388394,Inf,0.0103886413587653,0.9,NA,0.1,"linear"
"5",1,5,0.0671131789793102,6.24487854060769e-05,0.00697050440341511,0.103449274982882,0.00770701085278756,1,1,NA,"linear"
"6",1,6,-0.00272338685999213,0.000180213330974573,0.0100124720641552,Inf,0.0133648606582718,0.8,NA,0.2,"linear"
"7",1,7,-0.00147365936706599,7.12552613200498e-05,0.00629133145734707,Inf,0.00835847893962703,0.95,NA,0.05,"linear"
"8",1,8,0.00062379802425202,0.000166704992737928,0.00950857063680207,Inf,0.0125999550426219,0.9,NA,0.1,"linear"
"9",1,9,0.000375725627177159,0.000149740973211998,0.00889905477813755,Inf,0.0119329415610031,0.85,NA,0.15,"linear"
"10",1,10,0.0028590493400888,8.11866746188922e-05,0.00706358100835309,Inf,0.00923588133406931,0.9,NA,0.1,"linear"
"11",1,11,0.133598255666364,0.00039324886026689,0.0188807825246027,0.127313426129589,0.0242852676964349,0.9,NA,1,"linear"
"12",2,1,0.133616971857221,7.27662292758211e-05,0.0693840827586038,0.341791735466162,0.0698804612038645,0,1,NA,"linear"
"13",2,2,0.00130086774502327,9.00357229052331e-05,0.00754522290232871,Inf,0.00933949643449867,0.95,NA,0.05,"linear"
"14",2,3,-0.000852957603987492,6.73838494429204e-05,0.00730317988211808,Inf,0.00804625339179512,0.95,NA,0.05,"linear"
"15",2,4,0.00321815586976228,5.58153328132865e-05,0.00681812970396041,Inf,0.00796122436404776,0.95,NA,0.05,"linear"
"16",2,5,0.13518221002633,9.36697034854534e-05,0.0107976565292234,0.0753289775782623,0.012471405167395,0.85,1,NA,"linear"
"17",2,6,0.000519579081205246,7.54947529479797e-05,0.00678066780991925,Inf,0.00848469078530307,0.95,NA,0.05,"linear"
"18",2,7,-0.00134868263919705,0.000143160151485546,0.00953281563579795,Inf,0.0117397226872077,0.8,NA,0.2,"linear"
"19",2,8,5.10399506264303e-05,0.000101819286444145,0.00772404183718773,Inf,0.0098351882136794,1,NA,0,"linear"
"20",2,9,-0.00162998349793894,0.00015481249523203,0.00969426636643181,Inf,0.0122363686064936,0.85,NA,0.15,"linear"
"21",2,10,-0.0019429940616231,6.2936455221274e-05,0.00627124228858647,Inf,0.00797275726356403,1,NA,0,"linear"
"22",2,11,0.268114206727421,0.000379775865336381,0.0782213565045001,0.225854243135059,0.0804945195989992,0.05,NA,1,"linear"
"23",3,1,0.137515325510734,0.000158480650466807,0.0654857291050904,0.322588122652962,0.0666253505384306,0,1,NA,"linear"
"24",3,2,0.00514841117503475,0.000296512343114127,0.0143062806584006,Inf,0.0175554226262327,0.8,NA,0.2,"linear"
"25",3,3,-0.00344421656023821,7.14670654185695e-05,0.00737157960405781,Inf,0.00893064050678674,1,NA,0,"linear"
"26",3,4,-0.00280111584015637,0.000154238885945262,0.0105746147264414,Inf,0.0124247008655329,1,NA,0,"linear"
"27",3,5,0.136422799273618,0.000145473084682397,0.0115203766502395,0.0803709760567321,0.01363991416878,1,1,NA,"linear"
"28",3,6,0.000134984867252541,0.000149534269253844,0.00942872424796217,Inf,0.0119195543836814,0.95,NA,0.05,"linear"
"29",3,7,0.000585102243367386,0.000199813979767705,0.0111265863525499,Inf,0.0137900553086097,0.95,NA,0.05,"linear"
"30",3,8,-0.00183191637988227,0.000145282280544336,0.00996975750532874,Inf,0.0118900834370495,0.95,NA,0.05,"linear"
"31",3,9,-0.00551585721012372,0.000283779128041175,0.0128390982974954,Inf,0.017320936822285,0.9,NA,0.1,"linear"
"32",3,10,0.00036823215634928,0.000198620205917539,0.0110003797104138,Inf,0.0137413533009901,0.9,NA,0.1,"linear"
"33",3,11,0.266581749235956,0.00011734817979692,0.0797538139959657,0.23027901972215,0.0804496837638916,0,NA,1,"linear"
"34",4,1,0.130205914965488,8.60869194296094e-05,0.00798752222342705,0.0637297614038478,0.0102720803945515,0.95,1,NA,"linear"
"35",4,2,0.0010353110795416,7.05186638372069e-05,0.00679930312102168,Inf,0.00825012725215606,1,NA,0,"linear"
"36",4,3,0.00322003984790895,9.58583151660377e-05,0.00872750614053264,Inf,0.0100714475637744,0.95,NA,0.05,"linear"
"37",4,4,-0.00071030588568346,0.000138811629302359,0.0095620897426526,Inf,0.0115054588039103,0.8,NA,0.2,"linear"
"38",4,5,0.13030661904151,6.67351122781295e-05,0.0270799426544518,0.172060068932471,0.0282262581797981,0.25,1,NA,"linear"
"39",4,6,-0.00187651765769901,7.51637131944926e-05,0.00692325670846405,Inf,0.00865602946242815,1,NA,0,"linear"
"40",4,7,-0.00235216859165219,8.72452789176324e-05,0.0074030285065275,Inf,0.00940296294022825,0.95,NA,0.05,"linear"
"41",4,8,7.00837005713772e-05,9.49868441673543e-05,0.00753239942570745,Inf,0.00949960071182323,0.85,NA,0.15,"linear"
"42",4,9,0.00211025917032861,9.75169224850545e-05,0.00819045701493197,Inf,0.00985364248015716,0.9,NA,0.1,"linear"
"43",4,10,0.000955995494247652,9.31008808662925e-05,0.00726222984577833,Inf,0.00945302936671624,0.95,NA,0.05,"linear"
"44",4,11,0.262965231164561,0.000591686869554484,0.0258487340324963,0.0914338171626211,0.0308501813712955,0.7,NA,1,"linear"
"45",5,1,0.130369138832265,0.000200564162951475,0.0110011606500533,0.087774571861221,0.014693059622601,0.9,1,NA,"linear"
"46",5,2,-0.00249769682877883,0.000211434633467804,0.0107450369181699,Inf,0.0143910177278365,0.95,NA,0.05,"linear"
"47",5,3,-0.00274011656461575,0.000233220892730769,0.0126545730228892,Inf,0.0151349954371289,0.95,NA,0.05,"linear"
"48",5,4,-0.00297452185480573,0.000160912518839328,0.0112123898423113,Inf,0.0127167084248275,1,NA,0,"linear"
"49",5,5,0.133727339383763,0.00020682940831559,0.023659222312199,0.150325555481056,0.0274999406966245,0.5,1,NA,"linear"
"50",5,6,0.00703081289030894,0.000230117719372929,0.0131876787760072,Inf,0.0163720543397222,0.9,NA,0.1,"linear"
"51",5,7,0.00547369805714628,0.000149467480599702,0.0109245142518031,Inf,0.0131131795149202,1,NA,0,"linear"
"52",5,8,-0.00498624782578279,0.000216040605555233,0.0127371582302375,Inf,0.0151690883924379,0.8,NA,0.2,"linear"
"53",5,9,-0.00425488938105685,0.000269407669914696,0.0132753557484033,Inf,0.0165541949385644,0.9,NA,0.1,"linear"
"54",5,10,0.00148825023643535,0.000238861499285575,0.0126295174139591,Inf,0.0151371500979394,0.95,NA,0.05,"linear"
"55",5,11,0.260635766944878,5.91123230446145e-05,0.0220685413147517,0.0780622745037347,0.0233061627612373,0.55,NA,1,"linear"
"56",6,1,0.187981975236958,6.88726445796474e-05,0.0261405945075505,0.16151984362551,0.0273634737114798,0.25,1,NA,"linear"
"57",6,2,-0.00191703894207922,0.000117072256981418,0.00906856550818678,Inf,0.0107188470666297,0.95,NA,0.05,"linear"
"58",6,3,-0.00110910906942139,0.000145639871877065,0.00918873724340994,Inf,0.0118147366120064,0.85,NA,0.15,"linear"
"59",6,4,1.67624213104345e-05,8.08954225655059e-05,0.00768861843999102,Inf,0.00876646635857338,1,NA,0,"linear"
"60",6,5,0.135537917845033,0.000117678077849096,0.0077203699971621,0.0572890161589111,0.0106017243103569,0.9,1,NA,"linear"
"61",6,6,-0.000407965061546811,8.47967561713904e-05,0.0072728552491101,Inf,0.00898461762426559,0.95,NA,0.05,"linear"
"62",6,7,-0.00109597124955156,7.89662342781709e-05,0.00723451222120843,Inf,0.00873035368951946,0.95,NA,0.05,"linear"
"63",6,8,0.00042750132433711,9.04281479200931e-05,0.00766595125228306,Inf,0.0092784426444527,0.95,NA,0.05,"linear"
"64",6,9,0.000876220263373972,0.00016299160548627,0.00970144574952509,Inf,0.0124743652007589,0.9,NA,0.1,"linear"
"65",6,10,-0.00321343459218568,4.92133881481922e-05,0.00624939496118022,Inf,0.00755505662579958,1,NA,0,"linear"
"66",6,11,0.317096858176227,0.000497035079116742,0.0241651414236337,0.0814729724136153,0.0298692954961528,0.85,NA,1,"linear"
"67",7,1,0.285450834442527,6.22690215320834e-05,0.0824497798267019,0.40615444083646,0.0828077397585944,0,1,NA,"linear"
"68",7,2,-0.00173544478111851,4.323858100989e-05,0.00569106953845488,Inf,0.00663991118522732,1,NA,0,"linear"
"69",7,3,-0.000561461381715911,8.49308260051051e-05,0.00752140981782252,Inf,0.0089999735326282,0.95,NA,0.05,"linear"
"70",7,4,-0.00173775873494484,9.32021874195283e-05,0.00785596499771937,Inf,0.0095687973888796,0.9,NA,0.1,"linear"
"71",7,5,0.149143201711533,8.63607809525718e-05,0.00961854265998747,0.0671029850235355,0.0107573117430244,0.95,1,NA,"linear"
"72",7,6,0.00238903696010406,9.00086181229574e-05,0.00821760163221796,Inf,0.0095506902794276,1,NA,0,"linear"
"73",7,7,-0.00322740792920619,5.97440692732632e-05,0.00625674732394717,Inf,0.00819591530892695,0.95,NA,0.05,"linear"
"74",7,8,0.00201668064105454,5.47472493102765e-05,0.00619333594188591,Inf,0.00748845028378815,0.95,NA,0.05,"linear"
"75",7,9,0.00101052089317712,7.09936867182151e-05,0.00632774002135239,Inf,0.00827436733882729,0.9,NA,0.1,"linear"
"76",7,10,-0.00305303665034571,6.78238647258313e-05,0.00664045219798153,Inf,0.00858799768734796,0.9,NA,0.1,"linear"
