"","scenario","metal","mean_point_estimate","variance_point_estimate","bias","relative_bias","RMSE","coverage","TPR","FDR","model_type"
"1",1,1,0.0707485261371821,0.000102010397718169,0.0118245369300573,0.146125012982031,0.014155663280254,0.8,1,NA,"linear"
"2",1,2,-0.000627853939009682,0.00011847657340329,0.00829558911574901,Inf,0.0106276500366664,0.85,NA,0.15,"linear"
"3",1,3,0.000726793147263294,0.000101690730300327,0.00764126592831476,Inf,0.00985567968555287,0.9,NA,0.1,"linear"
"4",1,4,-0.000391346123404923,0.000120439147878041,0.00951590467939127,Inf,0.0107037536533892,1,NA,0,"linear"
"5",1,5,0.0694634423221592,0.000150178122369179,0.00960591275922359,0.142561377624787,0.0121246126935306,0.9,1,NA,"linear"
"6",1,6,-0.000322956619297932,9.06069452165188e-05,0.00734226121754291,Inf,0.00928336678870555,0.95,NA,0.05,"linear"
"7",1,7,-0.00147574548487398,7.13869400311178e-05,0.00650152114390116,Inf,0.00836632641998194,0.95,NA,0.05,"linear"
"8",1,8,-0.000290674101161859,0.000134063268725846,0.00952651742010475,Inf,0.0112891362257101,0.95,NA,0.05,"linear"
"9",1,9,0.00129060841876709,6.10817080080159e-05,0.00644066446957412,Inf,0.00772614345570982,1,NA,0,"linear"
"10",1,10,-0.000183976977344769,6.34872119906662e-05,0.00566258187705458,Inf,0.00776831377580269,0.9,NA,0.1,"linear"
"11",1,11,0.138936816780278,0.000794559128971562,0.0245680200266618,0.16566256185298,0.0290263673760287,0.85,NA,1,"linear"
"12",2,1,0.133123763389804,0.000103622539921023,0.0698772912260207,0.344221321205755,0.0705781640595098,0,1,NA,"linear"
"13",2,2,0.00166499139981851,8.04053216120488e-05,0.00710632140570768,Inf,0.00889703612968476,1,NA,0,"linear"
"14",2,3,0.00376409829338777,7.9275252859386e-05,0.00806042011913017,Inf,0.0094593829702947,0.95,NA,0.05,"linear"
"15",2,4,-0.00335564624979872,0.000159243000654464,0.0102502182873531,Inf,0.0127491651638658,0.8,NA,0.2,"linear"
"16",2,5,0.136216846309499,0.000126589372162061,0.0117200037366771,0.0817636582815807,0.0130766734713372,0.9,1,NA,"linear"
"17",2,6,-0.000370164091444325,6.984046148802e-05,0.00610548604069336,Inf,0.00815386165373278,0.95,NA,0.05,"linear"
"18",2,7,-0.00499016001405586,0.000138469603236533,0.0098198970568592,Inf,0.0125079102987105,0.8,NA,0.2,"linear"
"19",2,8,-0.00240663143338306,9.95936835346853e-05,0.00782645745709477,Inf,0.0100202731606528,0.95,NA,0.05,"linear"
"20",2,9,-0.00089876682316492,0.000119777080659461,0.00897569345310598,Inf,0.0107049525187602,0.9,NA,0.1,"linear"
"21",2,10,-0.000394966196849233,0.000110716637803959,0.00793095574646535,Inf,0.0102633719707713,0.9,NA,0.1,"linear"
"22",2,11,0.262353364583814,0.000400369886844266,0.0839821986481077,0.242487943959337,0.086216941967761,0.05,NA,1,"linear"
"23",3,1,0.134959975051254,0.000212479051088809,0.0680410795645704,0.335175990555008,0.0695085865691899,0,1,NA,"linear"
"24",3,2,-0.00152149428097899,0.000277027132630338,0.0126588152374675,Inf,0.0162938859958536,0.9,NA,0.1,"linear"
"25",3,3,-0.00208522209793647,0.00016303311018605,0.00913379042933551,Inf,0.0126186213935782,0.95,NA,0.05,"linear"
"26",3,4,0.00343264696388776,0.000210220683713116,0.0125739103323546,Inf,0.0145427890965299,0.95,NA,0.05,"linear"
"27",3,5,0.136483587122546,0.000130289569562248,0.0107695881493011,0.0751331607956024,0.0130684983605328,0.95,1,NA,"linear"
"28",3,6,-0.00969165285316078,0.0002426879070482,0.0144253469416218,Inf,0.0180133741070897,0.85,NA,0.15,"linear"
"29",3,7,0.00162896311474384,0.000243722573962501,0.0128684471774468,Inf,0.0153032665171058,0.95,NA,0.05,"linear"
"30",3,8,-0.00225011065986142,0.00018979906626711,0.012188123867041,Inf,0.0136151427071249,1,NA,0,"linear"
"31",3,9,0.00363656086738623,0.000185559643985802,0.0110846767091951,Inf,0.0137661264242603,1,NA,0,"linear"
"32",3,10,0.00431574893719003,0.000254685773160572,0.012657380286064,Inf,0.0161424029621181,0.95,NA,0.05,"linear"
"33",3,11,0.268909002165071,0.000157255600355902,0.0774265610668507,0.223559372142798,0.0783853632955596,0,NA,1,"linear"
"34",4,1,0.131175220485866,0.000130145032979052,0.00999365738915072,0.0797360411836346,0.0125600417503957,0.85,1,NA,"linear"
"35",4,2,0.0017713578488487,6.77655775192154e-05,0.00690885221655066,Inf,0.00821675162530379,0.95,NA,0.05,"linear"
