"","scenario","metal","mean_point_estimate","variance_point_estimate","bias","relative_bias","RMSE","coverage","TPR","FDR","model_type"
"1",1,1,0.0705225497671712,7.63434978443908e-05,0.0110509536304057,0.136565241603845,0.0134405227144715,0.85,1,NA,"linear"
"2",1,2,0.000508228837522962,0.000128508631338918,0.0090993787091013,Inf,0.0110608090266156,0.85,NA,0.15,"linear"
"3",1,3,-0.000580303539771076,6.39469718325793e-05,0.00649415607794297,Inf,0.00781577734068859,1,NA,0,"linear"
"4",1,4,-0.00218463260491045,0.000124211036482135,0.00834552292074647,Inf,0.0110803025354214,0.8,NA,0.2,"linear"
"5",1,5,0.0655534293118544,0.000152079561026407,0.0100189028854258,0.148690565221279,0.0121579275407248,0.85,1,NA,"linear"
"6",1,6,0.00138098761085261,0.000130364279510104,0.00935804084552523,Inf,0.0112139730834316,0.9,NA,0.1,"linear"
"7",1,7,-0.00106264082541632,5.94251866590367e-05,0.00582684002461868,Inf,0.0075883550819612,1,NA,0,"linear"
"8",1,8,0.000375325136542781,0.000112027997063876,0.00895940080060184,Inf,0.0103231519493226,0.95,NA,0.05,"linear"
"9",1,9,0.000240794900695296,8.49616496244953e-05,0.00681037486635546,Inf,0.00898729933447592,0.95,NA,0.05,"linear"
"10",1,10,-0.000212257323993548,8.89411093292765e-05,0.00753009652934395,Inf,0.00919451505161646,0.95,NA,0.05,"linear"
"11",1,11,0.134541481270548,0.000374141943925642,0.0195022265092404,0.131503833107094,0.0233404203707223,0.9,NA,1,"linear"
"12",2,1,0.134954349395814,6.68215249556163e-05,0.068046705220011,0.335203702999415,0.0685115650091786,0,1,NA,"linear"
"13",2,2,-0.00360352659436296,8.31008658796745e-05,0.00763100495732278,Inf,0.00958807730997054,1,NA,0,"linear"
"14",2,3,-0.000274579981895462,4.71502075306159e-05,0.00546670237208908,Inf,0.00669836482438385,1,NA,0,"linear"
"15",2,4,-0.00213975330929586,7.72318012791684e-05,0.00669708628032217,Inf,0.00882885923774145,0.95,NA,0.05,"linear"
"16",2,5,0.135482938248526,9.14284592462319e-05,0.010439055783249,0.0728272284737281,0.0121897760390653,0.9,1,NA,"linear"
"17",2,6,0.00350543687751339,8.35726752485036e-05,0.00808331090547705,Inf,0.00957507854737021,0.95,NA,0.05,"linear"
"18",2,7,0.00557197400925158,0.000104857641883596,0.0083862441682198,Inf,0.0114307328789186,0.85,NA,0.15,"linear"
"19",2,8,-0.00316855628680026,9.95375537220403e-05,0.00846050136274845,Inf,0.0102274349168577,0.9,NA,0.1,"linear"
"20",2,9,-0.00131998878560418,0.000116244648340801,0.00866772901821431,Inf,0.0105912599022912,0.9,NA,0.1,"linear"
"21",2,10,-0.00151227916315053,0.000116924825319289,0.00804560077945402,Inf,0.0106473270035546,0.9,NA,0.1,"linear"
"22",2,11,0.267496014409995,0.000403549086847035,0.0788395488219264,0.227639195022926,0.0812345129298477,0.05,NA,1,"linear"
"23",3,1,0.134523149802396,0.000113287154417406,0.0684779048134289,0.337327827892431,0.0692592682919301,0,1,NA,"linear"
"24",3,2,-0.00148245527838967,0.000171923719055539,0.0107214282768516,Inf,0.0128656599813297,1,NA,0,"linear"
"25",3,3,0.00574317054264573,8.39483082887904e-05,0.00884024398571592,Inf,0.0106176692713733,1,NA,0,"linear"
"26",3,4,0.00203372799333976,0.000218781947457412,0.0117047944601612,Inf,0.0145594951710365,0.85,NA,0.15,"linear"
"27",3,5,0.132870844061944,0.000155430674195751,0.0136122424298435,0.094964708500624,0.0160394080944944,0.9,1,NA,"linear"
"28",3,6,9.20891665162626e-05,0.000154133054450385,0.0106054929952663,Inf,0.0121010281440238,1,NA,0,"linear"
"29",3,7,0.00233357827183196,0.000255439582639359,0.0129898882056773,Inf,0.0157516091577387,0.85,NA,0.15,"linear"
"30",3,8,0.00378210112282111,0.000304865907533324,0.0138142357260681,Inf,0.0174334993922592,0.9,NA,0.1,"linear"
"31",3,9,-0.00489704862613849,0.000246506186132103,0.0118561543239201,Inf,0.016067419272312,0.9,NA,0.1,"linear"
"32",3,10,-0.00545131239254248,0.000121089639821295,0.0104249303619439,Inf,0.0120312910625301,1,NA,0,"linear"
"33",3,11,0.269547844664424,4.8984774918095e-05,0.0767877185674974,0.22171479547446,0.0770901372354037,0,NA,1,"linear"
"34",4,1,0.131883367186138,6.94360700622942e-05,0.00847063994956558,0.067584395739196,0.0104333659651916,0.95,1,NA,"linear"
"35",4,2,0.0040554010303925,5.71038839292743e-05,0.00619328722113082,Inf,0.0084080299268092,0.95,NA,0.05,"linear"
"36",4,3,-9.06236245582503e-05,8.53082081744467e-05,0.00765246557257118,Inf,0.00900283346547366,1,NA,0,"linear"
"37",4,4,-4.21628443016964e-06,7.85596848409215e-05,0.0064367626210049,Inf,0.00863896512181464,1,NA,0,"linear"
"38",4,5,0.134184071537497,0.000111205577345609,0.0232024901584644,0.147423578661607,0.025377171789464,0.3,1,NA,"linear"
"39",4,6,0.00208308735774017,0.000133545491326799,0.00837418593049244,Inf,0.011454582912548,0.9,NA,0.1,"linear"
"40",4,7,-0.00169570968492421,8.70876092971244e-05,0.00695611022757556,Inf,0.00925249480777017,0.95,NA,0.05,"linear"
"41",4,8,0.00226301563429527,0.000105528360015471,0.00735087529325278,Inf,0.0102651440211895,0.95,NA,0.05,"linear"
"42",4,9,0.00245444636047178,6.67856118428998e-05,0.00618319504580866,Inf,0.00833490480972567,0.95,NA,0.05,"linear"
