"","scenario","metal","mean_point_estimate","variance_point_estimate","bias","relative_bias","RMSE","coverage","TPR","FDR","model_type"
"1",1,1,0.0646869306841175,0.000136540759330965,0.0172481840118759,0.213149244453298,0.0198304986001725,0.5,1,NA,"linear"
"2",1,2,-0.0013787683544031,9.155425281665e-05,0.00661064998656106,Inf,0.00942748865557105,0.9,NA,0.1,"linear"
"3",1,3,0.00366699109176671,8.84429450230251e-05,0.0075640016773912,Inf,0.00987256914075411,0.9,NA,0.1,"linear"
"4",1,4,0.00300214155208243,0.00010088147582944,0.00892651168601593,Inf,0.0102396413968805,0.95,NA,0.05,"linear"
"5",1,5,0.0638214411996629,0.000105729024293797,0.00949049727962865,0.14084849617534,0.0106354248428016,0.95,1,NA,"linear"
"6",1,6,-0.00127423517139424,0.00010140379203974,0.00765184820983023,Inf,0.00989733689988229,0.9,NA,0.1,"linear"
"7",1,7,-0.00076156726671267,6.2308699264496e-05,0.00635421140958971,Inf,0.00773131612359755,1,NA,0,"linear"
"8",1,8,0.0040526481018656,8.15205255667343e-05,0.00772800470910732,Inf,0.00968857347218632,0.9,NA,0.1,"linear"
"9",1,9,0.00249507002902049,7.7284190480465e-05,0.00594548441657613,Inf,0.00892442465406919,0.95,NA,0.05,"linear"
"10",1,10,-0.00233431905324623,7.34203391517119e-05,0.00670719419048976,Inf,0.00867169923581732,0.9,NA,0.1,"linear"
"11",1,11,0.135976332812759,0.000434393664270776,0.017924593968273,0.120865831016748,0.0237610132866375,0.9,NA,1,"linear"
"12",2,1,0.134185064984194,9.21946066858822e-05,0.0688159896316312,0.338993261694448,0.0694494442406299,0,1,NA,"linear"
"13",2,2,-0.00033916796975042,6.13609336544755e-05,0.00578009695944841,Inf,0.00764250756515533,1,NA,0,"linear"
"14",2,3,0.00321931045683421,9.50858945259413e-05,0.0079012467238716,Inf,0.01003471771487,0.95,NA,0.05,"linear"
"15",2,4,-0.000180780466420183,5.78432242617945e-05,0.00625517459475731,Inf,0.00741510246899825,0.95,NA,0.05,"linear"
"16",2,5,0.132368304607146,0.000107733885715304,0.0129070779985542,0.0900451858718187,0.0149239923776138,0.75,1,NA,"linear"
"17",2,6,-0.00068520908567663,8.57334861146765e-05,0.00679887375936453,Inf,0.00905076368601216,0.95,NA,0.05,"linear"
"18",2,7,-0.0014754967165551,0.000182841971898906,0.0107829970427901,Inf,0.0132618612518954,0.8,NA,0.2,"linear"
"19",2,8,0.00308414571644824,0.000119070420954939,0.00878115454843069,Inf,0.0110737913429628,0.85,NA,0.15,"linear"
"20",2,9,0.00229835146766015,7.44206132362237e-05,0.00750334341369905,Inf,0.00871676557235011,0.95,NA,0.05,"linear"
"21",2,10,-0.00626819231674276,8.82234632400791e-05,0.00918367244671365,Inf,0.011095157727484,0.85,NA,0.15,"linear"
"22",2,11,0.266206330677137,0.000420647140199976,0.0801292325547849,0.231362993182213,0.0825851602469159,0,NA,1,"linear"
"23",3,1,0.128033452454782,0.000125887920318615,0.0749676021610425,0.36929661426103,0.0757610381269886,0,1,NA,"linear"
"24",3,2,0.00183561075934389,0.000211560247261689,0.0122566219851433,Inf,0.0142951635792818,1,NA,0,"linear"
"25",3,3,-0.00237235400710829,0.000204884506146436,0.0107747304770854,Inf,0.0141516198498319,0.9,NA,0.1,"linear"
"26",3,4,-0.000307032787410344,0.000251560471654237,0.0133569198001344,Inf,0.015462105846361,0.85,NA,0.15,"linear"
"27",3,5,0.133680101796716,0.000210114456197076,0.0139893589836438,0.0975956316410967,0.0171149815422055,0.85,1,NA,"linear"
"28",3,6,0.00244058186046037,0.000283337397979621,0.0137180291514933,Inf,0.0165869517361765,0.9,NA,0.1,"linear"
"29",3,7,-0.000515802540289823,0.000152823527155769,0.0105964467238201,Inf,0.0120601991301367,0.95,NA,0.05,"linear"
"30",3,8,0.00795089678402184,0.000339758874897852,0.0151119463041396,Inf,0.0196465694415877,0.85,NA,0.15,"linear"
"31",3,9,-0.000397215322002231,0.000360388385257072,0.0133635419134221,Inf,0.0185074781103815,0.9,NA,0.1,"linear"
"32",3,10,-0.00223313134420763,0.000264805427439789,0.013147788956759,Inf,0.0160172416997523,1,NA,0,"linear"
"33",3,11,0.268115107654305,9.65637937346587e-05,0.078220455577616,0.22585164182298,0.0788046653112474,0,NA,1,"linear"
"34",4,1,0.135808323933285,0.000104102315890011,0.0117281826362196,0.0935752365001044,0.0144431056745851,0.75,1,NA,"linear"
"35",4,2,-0.00306736805144507,7.62235062906547e-05,0.00759803855785432,Inf,0.00904550041397091,1,NA,0,"linear"
"36",4,3,0.000118194352023204,7.35568457120947e-05,0.00699732981376244,Inf,0.00836020175183232,0.95,NA,0.05,"linear"
"37",4,4,-0.00126066278175361,7.83887061819564e-05,0.00732372874286189,Inf,0.00872115482732404,1,NA,0,"linear"
"38",4,5,0.132139810736801,9.52696157231585e-05,0.0252467509591605,0.160412367403591,0.0269797066131356,0.25,1,NA,"linear"
"39",4,6,-0.00539558608448281,9.68758271129358e-05,0.00810855174237704,Inf,0.0110065609957131,0.8,NA,0.2,"linear"
"40",4,7,0.0019181457898344,0.000113832644668849,0.00885746903878195,Inf,0.010574511606049,0.95,NA,0.05,"linear"
"41",4,8,-0.00154594967171966,8.77003293456393e-05,0.00771493924064197,Inf,0.00925771425708568,1,NA,0,"linear"
"42",4,9,0.00228325467287862,3.79238026184555e-05,0.00549413692295853,Inf,0.00642190504357973,1,NA,0,"linear"
"43",4,10,-0.000723770605358598,8.36935951076389e-05,0.00643582452950942,Inf,0.00894610301983149,0.95,NA,0.05,"linear"
"44",4,11,0.260274392290062,0.000567010680971679,0.0271407264931931,0.0960039366229525,0.0322763268871314,0.75,NA,1,"linear"
"45",5,1,0.127612007530636,0.000163211774481873,0.0101729294822699,0.081166393100196,0.0126585677825912,0.95,1,NA,"linear"
"46",5,2,-0.00250026591655244,0.000178867253747609,0.010772719340465,Inf,0.0132731013977029,1,NA,0,"linear"
"47",5,3,-0.00271550863182581,0.000189548028797524,0.0115240274316207,Inf,0.0136910413952763,1,NA,0,"linear"
"48",5,4,0.00227229760710674,0.000302342704450255,0.0139221036264215,Inf,0.0170993831948116,0.9,NA,0.1,"linear"
"49",5,5,0.123293828565508,0.000236258234369661,0.0340927331304532,0.216617815162094,0.0372392236083875,0.45,1,NA,"linear"
"50",5,6,-0.00183555631268832,0.000272680483651335,0.0117501665504092,Inf,0.0161992507989048,0.85,NA,0.15,"linear"
"51",5,7,-0.000326274741087373,0.000345467774292961,0.0156943722691956,Inf,0.018119073949432,0.95,NA,0.05,"linear"
"52",5,8,0.00610516780615737,0.000219466806179945,0.0102340379455851,Inf,0.0156769429357987,0.9,NA,0.1,"linear"
"53",5,9,0.00125165699102483,0.000160275482247713,0.0100307214968945,Inf,0.0124027558775664,0.95,NA,0.05,"linear"
"54",5,10,0.00498287816341916,0.000261732347052668,0.0138427203224503,Inf,0.0165370736374824,0.95,NA,0.05,"linear"
"55",5,11,0.258140231061699,0.000182784112491984,0.0245640771979314,0.0868896457544333,0.0278754156104141,0.5,NA,1,"linear"
"56",6,1,0.189333431624979,5.84515617136315e-05,0.0274920508955719,0.169870343243905,0.0284840630190405,0.1,1,NA,"linear"
"57",6,2,0.00110355189208715,5.31733903065901e-05,0.00519939482782765,Inf,0.00719253415492688,0.95,NA,0.05,"linear"
"58",6,3,0.00192789400173203,7.67402525095284e-05,0.00734569163678636,Inf,0.008753285963909,1,NA,0,"linear"
"59",6,4,-0.00475116359213279,8.90238721647747e-05,0.00850654774411039,Inf,0.0103511465082736,0.95,NA,0.05,"linear"
"60",6,5,0.134640945201956,6.67467908534402e-05,0.00563320066754369,0.0418011732841725,0.00796392197504228,0.9,1,NA,"linear"
"61",6,6,0.00185534020319706,0.000133132444523529,0.00930080436827931,Inf,0.0113981625522254,0.8,NA,0.2,"linear"
"62",6,7,-0.00466821304323814,0.000106456256908394,0.00980352696255027,Inf,0.0110871843621378,0.9,NA,0.1,"linear"
"63",6,8,-0.00175947832084487,0.000124972761620997,0.00895369788809792,Inf,0.011037204696003,0.8,NA,0.2,"linear"
"64",6,9,-0.00388484170160592,0.000109695455156967,0.00875063652039851,Inf,0.0109225765021654,0.85,NA,0.15,"linear"
