"","scenario","metal","mean_point_estimate","variance_point_estimate","bias","relative_bias","RMSE","coverage","TPR","FDR","model_type"
"1",1,1,0.0663201539388213,5.81992575435289e-05,0.0146635818569085,0.181209302476546,0.0163849003228544,0.8,1,NA,"linear"
"2",1,2,-0.00120362769412266,0.00012998634453518,0.00783557267167052,Inf,0.0111774660336983,0.9,NA,0.1,"linear"
"3",1,3,0.000762711505543623,7.13207002046301e-05,0.0067538289990383,Inf,0.00826658297212864,0.95,NA,0.05,"linear"
"4",1,4,-0.000301555758256811,5.43490755082611e-05,0.00590003567653159,Inf,0.00719183965395405,0.95,NA,0.05,"linear"
"5",1,5,0.0667624302304201,9.45823942796453e-05,0.00793693214373521,0.117792031729507,0.00949925098451525,0.95,1,NA,"linear"
"6",1,6,0.00193593668821701,9.79211726229405e-05,0.008095177844079,Inf,0.00983732508625074,0.95,NA,0.05,"linear"
"7",1,7,0.00297650782078529,5.78126420873291e-05,0.00616149668265362,Inf,0.00798633888525641,1,NA,0,"linear"
"8",1,8,-0.000983621557599657,0.000128533938500194,0.00975338451345005,Inf,0.0110939061174935,0.9,NA,0.1,"linear"
"9",1,9,0.00038467088285703,7.15119924601274e-05,0.00644199056593477,Inf,0.00825132501633762,0.95,NA,0.05,"linear"
"10",1,10,0.00589119175390276,6.07544145905867e-05,0.00745588991423047,Inf,0.00961367953191229,0.95,NA,0.05,"linear"
"11",1,11,0.142544797810568,0.000420927309005849,0.0169881855051099,0.114551613396441,0.0208091688816455,0.95,NA,1,"linear"
"12",2,1,0.132612319902268,8.9744167366525e-05,0.0703887347135565,0.346740734163996,0.0709917666604631,0,1,NA,"linear"
"13",2,2,-0.00149209794220999,0.000103433760301102,0.00846317430579884,Inf,0.0100243916800569,0.95,NA,0.05,"linear"
"14",2,3,-0.000497600518919672,7.22877170381437e-05,0.00666156449748856,Inf,0.00830186349337699,1,NA,0,"linear"
"15",2,4,-0.000205339491924283,7.87427065799294e-05,0.00756497390830123,Inf,0.00865145857979316,0.95,NA,0.05,"linear"
"16",2,5,0.135320674759102,0.000124516206483361,0.0114149656698786,0.079635584876746,0.013512962721602,0.85,1,NA,"linear"
"17",2,6,0.00129943179567316,2.94126527531974e-05,0.00429900336626718,Inf,0.00544339444713902,1,NA,0,"linear"
"18",2,7,-0.000434847716387243,9.09579013285571e-05,0.00731801551326352,Inf,0.0093058636782717,0.95,NA,0.05,"linear"
"19",2,8,0.000363806266744116,0.000128405636582189,0.00860696899612415,Inf,0.0110506882026778,0.9,NA,0.1,"linear"
"20",2,9,-0.00208764300309562,0.000110692706143366,0.00859735872946871,Inf,0.0104650047369589,0.9,NA,0.1,"linear"
"21",2,10,0.00287423559718973,7.6994864412385e-05,0.00764503149611036,Inf,0.00902254683888748,0.95,NA,0.05,"linear"
"22",2,11,0.267752939648441,0.00055110642524938,0.0785826235834808,0.226897355992455,0.0818460740246589,0.05,NA,1,"linear"
"23",3,1,0.133880039817128,0.000133455886038842,0.069121014798697,0.340495840918202,0.0700321196204898,0,1,NA,"linear"
"24",3,2,0.00121082110141182,0.00033708458002989,0.0149266288613789,Inf,0.017935898047436,0.8,NA,0.2,"linear"
"25",3,3,0.00205151477877235,0.000147502870230985,0.00864483956828757,Inf,0.0120140101384574,0.9,NA,0.1,"linear"
"26",3,4,0.00212935971031469,0.000192575712022628,0.0118079989652018,Inf,0.0136923737605066,1,NA,0,"linear"
"27",3,5,0.129286944846481,0.000165624241778045,0.0164347338464991,0.114655591616294,0.0188369774208213,0.85,1,NA,"linear"
"28",3,6,-0.0030951497739111,0.000127440281651003,0.00926665656174042,Inf,0.0114301452174238,1,NA,0,"linear"
"29",3,7,0.00322761190278917,0.000178794290630466,0.0102647445991606,Inf,0.0134265429166993,0.9,NA,0.1,"linear"
