"","scenario","dataset","metal","point_estimate","variance","CI_lower","CI_upper","model_type"
"1",1,171,1,0.07900970959384,7.2039504861498e-05,0.0619932727169702,0.0926732135578746,"elastic net"
"2",1,171,2,0.0124945263651386,0.000104346224152109,-0.00739460154221014,0.0342894198118583,"elastic net"
"3",1,171,3,0.00359678295869803,7.52684058029702e-05,-0.0131233478119923,0.0199934482718769,"elastic net"
"4",1,171,4,-0.00469182540740376,8.86551669771805e-05,-0.0210407039751716,0.0104674865489278,"elastic net"
"5",1,171,5,0.0666228462916711,8.24448016244293e-05,0.0494929371634919,0.0860599607489603,"elastic net"
"6",1,171,6,0.00759098716713313,9.68738439066186e-05,-0.0101305734939958,0.0266893784507352,"elastic net"
"7",1,171,7,-0.00214144827037654,9.67127738573887e-05,-0.0231500463246862,0.0155320724112084,"elastic net"
"8",1,171,8,0.00694325851305311,8.06393193482182e-05,-0.0107582090609718,0.0232133339834658,"elastic net"
"9",1,171,9,-0.0173658645928787,0.000107486868711587,-0.036241315575616,0.000908739313140628,"elastic net"
"10",1,171,10,-0.00193310099525656,8.29066218155317e-05,-0.0229161426631223,0.0139499633475972,"elastic net"
"11",1,171,11,0.15012587162362,0.000329483809501473,0.115422910493536,0.186502964250108,"elastic net"
"12",1,172,1,0.0584139293216699,9.60671227509699e-05,0.0396649325209433,0.0752449952584763,"elastic net"
"13",1,172,2,-0.00359986006235546,9.16020874041226e-05,-0.0206701573520959,0.0127070644472205,"elastic net"
"14",1,172,3,0.0109673904751235,0.000101047109773274,-0.0106344846081246,0.0311269915232101,"elastic net"
"15",1,172,4,0.00450180038182935,7.88615849228527e-05,-0.00993542176189642,0.0253668195165312,"elastic net"
"16",1,172,5,0.0700249381120803,0.000119786970764746,0.0519410430880696,0.0914611654067851,"elastic net"
"17",1,172,6,0.0201096385848889,9.05169049253416e-05,0.00349398792842069,0.0394097669397506,"elastic net"
"18",1,172,7,0,7.10379229295669e-05,-0.0181336575891967,0.0138078065411476,"elastic net"
"19",1,172,8,-0.00694490137289683,6.73964902267835e-05,-0.0219869730659455,0.0105569407035087,"elastic net"
"20",1,172,9,-0.0166878712171867,7.81004132649735e-05,-0.0348065083636078,-0.000296419241606832,"elastic net"
"21",1,172,10,-0.00444430170779642,8.31189908834092e-05,-0.0227831035976039,0.0108385579463775,"elastic net"
"22",1,172,11,0.132340762515356,0.000349707953888256,0.0954249915335631,0.168788091424057,"elastic net"
"23",1,173,1,0.0637582178247906,8.15838701688092e-05,0.0468218588269048,0.0795626515815433,"elastic net"
"24",1,173,2,-0.0209862414934068,0.00010028486022109,-0.0376497324438959,-0.000421056780728831,"elastic net"
"25",1,173,3,0.00347386561568541,9.35701363665493e-05,-0.0153598546523528,0.0216193026387392,"elastic net"
"26",1,173,4,-0.00330711062904898,7.20371046684889e-05,-0.0190061294534733,0.0107211864835611,"elastic net"
"27",1,173,5,0.0663148125354889,9.19461603464594e-05,0.0471727014791841,0.0844294099181288,"elastic net"
"28",1,173,6,0.00269791808321296,7.73271964565029e-05,-0.0137292063874021,0.0177860728610921,"elastic net"
"29",1,173,7,0.0117363998321398,8.820683631405e-05,-0.0042918977825682,0.0310086270877952,"elastic net"
"30",1,173,8,0.000642906787425179,6.06034085177494e-05,-0.0143293205859352,0.0174316668047681,"elastic net"
"31",1,173,9,-0.00115080176013249,0.000103338998818963,-0.019599597261731,0.0195760292722828,"elastic net"
"32",1,173,10,0.00536582879439917,7.40413720177266e-05,-0.0109360367718579,0.0203798842705905,"elastic net"
"33",1,173,11,0.128545795590555,0.000303275768950158,0.0999621766466596,0.161981268448161,"elastic net"
"34",1,174,1,0.0682501150805994,9.54111338946566e-05,0.0502284236152575,0.0890446756867662,"elastic net"
"35",1,174,2,0.0175522607366965,0.000103054796749874,0.000110999195503048,0.0376617156578572,"elastic net"
"36",1,174,3,-0.00394252452266675,0.000113991008808355,-0.0275637137305291,0.0167400575920828,"elastic net"
"37",1,174,4,-0.0141589344722828,9.12890159349463e-05,-0.0328682657959558,0,"elastic net"
"38",1,174,5,0.0798395931738876,9.3778630023625e-05,0.064157048613079,0.100378240081678,"elastic net"
"39",1,174,6,0.00736105834562428,8.92062111189806e-05,-0.0112484812417447,0.0256184068230935,"elastic net"
"40",1,174,7,0,8.87201890082242e-05,-0.0186929188329147,0.0150464398331668,"elastic net"
"41",1,174,8,-0.00480689765594544,9.16001755395866e-05,-0.0215621651298913,0.0123803428290847,"elastic net"
"42",1,174,9,-0.0032110967679575,7.50414533927312e-05,-0.0198915860359646,0.0143033215882099,"elastic net"
"43",1,174,10,0.00281711624013936,0.0001163212031577,-0.0206955351979488,0.022164127191336,"elastic net"
"44",1,174,11,0.149700690158095,0.000453302106594667,0.107990365254911,0.186990222987436,"elastic net"
"45",1,175,1,0.0709838433684891,0.000117143644509707,0.0509012348181615,0.0896954366642489,"elastic net"
"46",1,175,2,-0.00558170391619117,8.44431864702321e-05,-0.0236127219041681,0.0102284053906192,"elastic net"
"47",1,175,3,-0.00905423621081658,8.42251141745484e-05,-0.0293397953556532,0.00769318908178947,"elastic net"
"48",1,175,4,-0.0056403392071116,7.91044814735249e-05,-0.0192307157888875,0.0113302600089729,"elastic net"
"49",1,175,5,0.062004708286757,0.000100561455966698,0.040982281823129,0.0818413814738046,"elastic net"
"50",1,175,6,-0.00239953171573837,0.000101763121969595,-0.0216431481047921,0.0190028804828429,"elastic net"
"51",1,175,7,0.00339093936564905,9.90996104583686e-05,-0.0142284248748995,0.022166832387413,"elastic net"
"52",1,175,8,-0.00400420250483413,8.54272959697604e-05,-0.0225028209233541,0.0137938338956307,"elastic net"
"53",1,175,9,-0.000370119419204284,0.000105814315744416,-0.02500636779995,0.0159022897669405,"elastic net"
