"","scenario","dataset","metal","point_estimate","variance","CI_lower","CI_upper","model_type"
"1",1,386,1,0.0678207702917071,7.54853429562964e-05,0.0515870488184372,0.0847919545747033,"elastic net"
"2",1,386,2,0.00104718242229751,0.000126324529285704,-0.0214420785486836,0.0234432166773386,"elastic net"
"3",1,386,3,0.00429602762388015,9.80556736224099e-05,-0.0159013467978009,0.0200744426378005,"elastic net"
"4",1,386,4,0.00142254050935486,0.000101390068219741,-0.0151671417786343,0.0203697257564897,"elastic net"
"5",1,386,5,0.0744564085581847,7.41002076048381e-05,0.0574429691895503,0.0892695945435197,"elastic net"
"6",1,386,6,0.00376436683869397,9.17733426181508e-05,-0.0140609814487844,0.0215356165327774,"elastic net"
"7",1,386,7,-0.00966667500447027,7.85665767822452e-05,-0.0281547310496691,0.00582835515490391,"elastic net"
"8",1,386,8,0.0148824361054714,9.34656721944744e-05,-0.0023961999922158,0.0318410215475547,"elastic net"
"9",1,386,9,0.0043968826963825,8.43984272533207e-05,-0.0115996926172118,0.0237446930739052,"elastic net"
"10",1,386,10,-0.00887577721489352,9.34901235621331e-05,-0.0262023155064524,0.00526105817698141,"elastic net"
"11",1,386,11,0.153544162826608,0.000377463395501849,0.111226396938193,0.186469633049621,"elastic net"
"12",1,387,1,0.055364012046508,9.52659411452355e-05,0.0358523482716762,0.0751993912048054,"elastic net"
"13",1,387,2,-0.0111262488326886,6.02566049567612e-05,-0.0243742654095184,0.00431332581300104,"elastic net"
"14",1,387,3,0.00254991113693959,8.02687960621236e-05,-0.0157251595489583,0.0172087398974255,"elastic net"
"15",1,387,4,-0.00503683514237796,9.70871855033495e-05,-0.0226134714993236,0.0147809420615444,"elastic net"
"16",1,387,5,0.0577028647980884,0.000101444306238207,0.0368572649619123,0.0760238562735803,"elastic net"
"17",1,387,6,0.00419981938477831,7.39370701199177e-05,-0.0142968351099357,0.0209125893368391,"elastic net"
"18",1,387,7,-0.013220112699823,9.20275366028529e-05,-0.0303374380433738,0.00523228568836732,"elastic net"
"19",1,387,8,0.0177087452211715,6.15361606586802e-05,0.00338514938082831,0.031322282371486,"elastic net"
"20",1,387,9,-0.00560867338902349,8.77009399490705e-05,-0.0238400478302599,0.00966249850676709,"elastic net"
"21",1,387,10,0.00029939526651801,9.06844221629375e-05,-0.0172329229626153,0.0199390463989365,"elastic net"
"22",1,387,11,0.102832877790091,0.000421306227634474,0.0636959030241432,0.141057175815294,"elastic net"
"23",1,388,1,0.0672616320784905,7.99256095926365e-05,0.0443763533160514,0.0814601886368757,"elastic net"
"24",1,388,2,0.00110931692598459,7.39506663251841e-05,-0.0177405882954858,0.015085107473949,"elastic net"
"25",1,388,3,0,5.60053176423916e-05,-0.0158773370115887,0.012936571727298,"elastic net"
"26",1,388,4,0.00638092899668008,8.26873186717741e-05,-0.00849420181926196,0.0252838325907105,"elastic net"
"27",1,388,5,0.0586216788730558,0.000129304653479311,0.0388942993548297,0.0784308950514286,"elastic net"
"28",1,388,6,0.00344988458163353,9.50382838547254e-05,-0.0133813902159714,0.0250983290222696,"elastic net"
"29",1,388,7,0,7.14997967698385e-05,-0.0196138815021799,0.0150845176256679,"elastic net"
"30",1,388,8,0.00395325073451858,0.000109834203691826,-0.0150680904660453,0.0245873494358618,"elastic net"
"31",1,388,9,0.00126082444345954,9.38312325612922e-05,-0.0169229854869039,0.0198764937634748,"elastic net"
"32",1,388,10,-0.00262791006804353,8.21007880113053e-05,-0.0163671059636396,0.0137920129473698,"elastic net"
"33",1,388,11,0.139409606565778,0.000348471394636411,0.107974121737735,0.173393502056713,"elastic net"
"34",1,389,1,0.07453577345565,9.7243769855547e-05,0.0559374632150077,0.091584620739807,"elastic net"
"35",1,389,2,-0.0228037681156021,9.52521002053428e-05,-0.0385154182303364,-0.00402442012899067,"elastic net"
"36",1,389,3,-3.58290352169277e-05,8.67263898466169e-05,-0.0214760541908772,0.0166671222871782,"elastic net"
"37",1,389,4,0.00304153600117996,9.7823311858041e-05,-0.0133561137828189,0.0220997012643309,"elastic net"
"38",1,389,5,0.0826396016354269,7.76300584152039e-05,0.0689791102786702,0.0996576083098344,"elastic net"
"39",1,389,6,0.00146529634013914,7.81223875976811e-05,-0.0144697754731458,0.0158296310560331,"elastic net"
"40",1,389,7,0.00472512127804947,8.43282231061995e-05,-0.0122749871591882,0.023544413118366,"elastic net"
"41",1,389,8,0.0105117825121397,8.5422498570971e-05,-0.00575346725074047,0.0274680606111401,"elastic net"
"42",1,389,9,-0.00482416122512541,0.000105104972186419,-0.0253322777952575,0.013418769397558,"elastic net"
"43",1,389,10,-0.0170914739922667,8.60393006406292e-05,-0.037263457176873,-0.00120214640034351,"elastic net"
"44",1,389,11,0.132163878854373,0.000363123499492718,0.0923315083913593,0.165390329621126,"elastic net"
"45",1,390,1,0.0906331652564532,7.86355194744166e-05,0.075537284519387,0.110490698958549,"elastic net"
"46",1,390,2,-0.00405413094699703,6.82847689320253e-05,-0.0176679871072987,0.0146260908217983,"elastic net"
"47",1,390,3,-0.0047838411815313,8.4087767539537e-05,-0.025198282623436,0.0112899595911842,"elastic net"
"48",1,390,4,-0.00397779290245959,9.59202419816208e-05,-0.0218486289003774,0.0132714635429397,"elastic net"
"49",1,390,5,0.0553210955076922,9.5925279611978e-05,0.0393731149848914,0.0754748354054094,"elastic net"
"50",1,390,6,-0.00693862502535092,9.55736732217292e-05,-0.0246929850002589,0.0113139275105074,"elastic net"
"51",1,390,7,-0.000444922351775734,6.62907488614781e-05,-0.0162407689864795,0.0128090969358359,"elastic net"
"52",1,390,8,-0.0026804438201915,8.12036936399322e-05,-0.0190088057759906,0.0131429460151502,"elastic net"
"53",1,390,9,0.017385816279353,9.76851107290845e-05,-0.00032674179562916,0.0328994315139435,"elastic net"
"54",1,390,10,0.00608270037534431,7.62239338676157e-05,-0.0103567756268761,0.0222048881897185,"elastic net"
"55",1,390,11,0.146543021190536,0.000437103749194268,0.110087568553462,0.183814657324537,"elastic net"
"56",2,386,1,0.122509906163079,7.38933327908218e-05,0.104481814210818,0.135848780450996,"elastic net"
"57",2,386,2,0,9.95494736817503e-05,-0.0200439411280629,0.018534275135339,"elastic net"
"58",2,386,3,-0.00506034730685911,7.52737145745942e-05,-0.0209414196300231,0.0117861075670446,"elastic net"
"59",2,386,4,-0.0100867583628892,7.2188457830895e-05,-0.0277805971590697,0.00521924099048121,"elastic net"
"60",2,386,5,0.133136262858362,8.41399565507145e-05,0.11482651185884,0.148390169262058,"elastic net"
"61",2,386,6,-0.000454941747124238,6.79951962625319e-05,-0.0199128848169532,0.0146337622153436,"elastic net"
