scenario,metal,mean_relative_bias,median_relative_bias,RMSE,coverage,power,avg_time,model_type
12,3,-1.0863008937075331,-1,3.1011572797118183,0.5349999999999999,NA,3.482740777671337,MARS
12,4,-2.483120528785934,-1,8.164250043336295,0.8,NA,3.482740777671337,MARS
12,5,-0.8532732337649581,-1,6.940162217288121,0.575,NA,3.482740777671337,MARS
12,6,NA,NA,7.7781408773828815,1,NA,3.482740777671337,MARS
12,7,NA,NA,7.973670418807265,1,NA,3.482740777671337,MARS
12,8,NA,NA,5.428919254167865,1,NA,3.482740777671337,MARS
12,9,NA,NA,1.778069621709031,1,NA,3.482740777671337,MARS
12,10,NA,NA,5.6388563656966415,1,NA,3.482740777671337,MARS
12,11,-0.3029161442436508,-0.9839381339305273,17.5326188162024,1,NA,3.482740777671337,MARS
11,1,-0.8777580880029676,-0.8990814056694125,0.4764971092178681,0.27999999999999986,0.11499999999999999,5.6685992486476895,Causal Forest
11,2,-0.9694669949641289,-0.9624823990155551,1.0566763440001186,0.004999999999999997,0.03499999999999998,5.6685992486476895,Causal Forest
11,3,-1.0635310653670584,-1.05341970998033,1.5007111375101019,0,0.09,5.6685992486476895,Causal Forest
11,4,-1.1220599947967127,-1.1168686344768606,1.769320792470974,0,0.19999999999999998,5.6685992486476895,Causal Forest
11,5,-0.8503602595567151,-0.8651375717643333,3.355200355524783,0,0.9299999999999999,5.6685992486476895,Causal Forest
11,6,NA,Inf,0.2561519871697938,0.7799999999999999,0.78,5.6685992486476895,Causal Forest
11,7,NA,Inf,0.5077355201076479,0.53,0.53,5.6685992486476895,Causal Forest
11,8,NA,Inf,0.4603440140053323,0.4950000000000001,0.4950000000000001,5.6685992486476895,Causal Forest
11,9,NA,Inf,0.18534464072328116,0.925,0.925,5.6685992486476895,Causal Forest
11,10,NA,Inf,0.2614145933493597,0.8450000000000001,0.845,5.6685992486476895,Causal Forest
11,11,-0.20065290367089472,-0.21915203933629784,1.0485691514189388,0.91,0.86,5.6685992486476895,Causal Forest
12,1,-0.4202784720567068,-0.43694014273389,0.265840237699811,0.8049999999999999,0.27999999999999997,5.496046462436517,Causal Forest
12,2,-0.7805840402201754,-0.7834917776256458,7.629261110196688,0,1,5.496046462436517,Causal Forest
12,3,-1.05049802253002,-1.0566321190943948,2.2865053685764822,0,0.09499999999999996,5.496046462436517,Causal Forest
12,4,-1.3177500266627125,-1.2750356371129672,2.0748835430750923,0,0.4,5.496046462436517,Causal Forest
12,5,-0.8175738855232805,-0.8305318972301676,4.9632395167757295,0,0.995,5.496046462436517,Causal Forest
12,6,NA,Inf,0.48940631829552556,0.4949999999999999,0.4949999999999999,5.496046462436517,Causal Forest
12,7,NA,Inf,0.864638089337261,0.25500000000000006,0.255,5.496046462436517,Causal Forest
12,8,NA,Inf,0.7138318146195537,0.30000000000000004,0.30000000000000004,5.496046462436517,Causal Forest
12,9,NA,Inf,0.35025405655391123,0.74,0.74,5.496046462436517,Causal Forest
12,10,NA,Inf,0.6054822391450755,0.5650000000000001,0.565,5.496046462436517,Causal Forest
12,11,-0.49379286041158404,-0.5005325071825834,6.363127268247923,0.055,1,5.496046462436517,Causal Forest
11,1,-5.2412798671341285,-0.9081721154640477,22.123301244735885,0.97,0.024999999999999994,7.317374897102515,Quantile G-Computation
11,2,2.778048957573934,1.6986903395238429,19.183369774026293,0.975,0.02999999999999998,7.317374897102515,Quantile G-Computation
11,3,-1.8317214021110528,-0.8045171739596495,19.19225003533183,0.98,0.019999999999999987,7.317374897102515,Quantile G-Computation
11,4,-4.822701507577318,-4.856563675421162,25.825811094920006,0.99,0.009999999999999995,7.317374897102515,Quantile G-Computation
11,5,0.2428144301804526,-0.06351851654429912,21.371122551183053,0.975,0.045000000000000026,7.317374897102515,Quantile G-Computation
11,6,NA,Inf,22.627940983001338,0.985,0.985,7.317374897102515,Quantile G-Computation
11,7,NA,Inf,22.535468117768477,0.9650000000000001,0.965,7.317374897102515,Quantile G-Computation
11,8,NA,Inf,26.315866086260403,0.94,0.9400000000000001,7.317374897102515,Quantile G-Computation
11,9,NA,Inf,24.160794489542024,0.96,0.96,7.317374897102515,Quantile G-Computation
11,10,NA,Inf,24.35100093504944,0.97,0.97,7.317374897102515,Quantile G-Computation
11,11,13.971943461060679,14.617586326395863,84.35035626174404,0.935,0.07500000000000001,7.317374897102515,Quantile G-Computation
12,1,-5.006426957037448,1.1400206901704317,22.541379668411157,0.98,0.01999999999999999,7.29813865462939,Quantile G-Computation
12,2,0.5978374751056948,0.4198230187816937,23.313117830826098,0.985,0.09000000000000002,7.29813865462939,Quantile G-Computation
12,3,-0.7488518272104987,-1.7843810784593193,21.319121067674885,0.985,0.019999999999999987,7.29813865462939,Quantile G-Computation
12,4,-3.8739098949761583,-3.019884016107666,27.19121140788418,0.96,0.03500000000000002,7.29813865462939,Quantile G-Computation
12,5,-0.003897639593282767,-0.16762233909701996,19.053293239833263,0.96,0.06500000000000003,7.29813865462939,Quantile G-Computation
12,6,NA,Inf,26.81942832694067,0.97,0.97,7.29813865462939,Quantile G-Computation
12,7,NA,Inf,23.55999769862004,0.985,0.985,7.29813865462939,Quantile G-Computation
12,8,NA,Inf,25.88302332180832,0.9749999999999999,0.975,7.29813865462939,Quantile G-Computation
12,9,NA,Inf,26.19738204846616,0.98,0.98,7.29813865462939,Quantile G-Computation
12,10,NA,Inf,23.07689189069128,0.97,0.97,7.29813865462939,Quantile G-Computation
12,11,3.221961042737762,3.80106771591009,82.20732208970375,0.9099999999999999,0.15999999999999992,7.29813865462939,Quantile G-Computation
11,1,-0.051005262512756805,-0.6157635881878688,1.573015964287568,0.975,0.05499999999999996,38.42857781344652,GAM
11,2,-0.21336258902139651,-0.4886839865330912,1.2969111966551612,0.9650000000000001,0.11999999999999997,38.42857781344652,GAM
11,3,0.03498874500826221,-0.15093777010641102,1.7155432137534723,0.9450000000000001,0.22000000000000006,38.42857781344652,GAM
11,4,0.07744621209984003,0.0176255659921203,1.8085513791438563,0.96,0.265,38.42857781344652,GAM
11,5,-0.02202608794183922,-0.01477756474879285,1.3491955518542451,0.975,0.785,38.42857781344652,GAM
11,6,NA,Inf,2.696700110790694,0.95,0.95,38.42857781344652,GAM
11,7,NA,Inf,2.234341903473015,0.9450000000000001,0.945,38.42857781344652,GAM
11,8,NA,Inf,1.6340121029404338,0.975,0.975,38.42857781344652,GAM
11,9,NA,-Inf,1.6695094075819308,0.98,0.98,38.42857781344652,GAM
11,10,NA,-Inf,1.7648919448052267,0.96,0.96,38.42857781344652,GAM
11,11,-0.19886593036604955,-0.25919782965721594,5.597530491278288,0.955,0.10999999999999999,38.42857781344652,GAM
12,1,0.00411977312534402,-0.9999697297794822,1.4101713316984181,0.96,0.06999999999999997,39.151855431516964,GAM
12,2,0.022100593669264965,0.023422683283199505,1.826890299303432,0.9299999999999999,0.96,39.151855431516964,GAM
12,3,0.02075618294929599,0.0070755119703942645,1.7708838367068864,0.95,0.41,39.151855431516964,GAM
12,4,0.04070078157210428,-0.0303782939402618,2.1339812833208076,0.99,0.23500000000000004,39.151855431516964,GAM
12,5,-0.04627388766693412,-0.03391305213910165,1.8860522331733676,0.965,0.855,39.151855431516964,GAM
12,6,NA,Inf,2.0390530328775323,0.98,0.98,39.151855431516964,GAM
12,7,NA,Inf,1.8190223777911692,0.98,0.98,39.151855431516964,GAM
12,8,NA,NA,1.6042719515785981,0.975,0.975,39.151855431516964,GAM
12,9,NA,-Inf,1.6661689093283472,0.975,0.975,39.151855431516964,GAM
12,10,NA,Inf,2.0171531999154677,0.96,0.96,39.151855431516964,GAM
12,11,0.0046861193392920145,0.0018083998022152693,4.909319011048993,0.965,0.75,39.151855431516964,GAM
11,1,-0.8697081490136698,-0.7838590213203525,0.6488782323488445,0.705,0.055,359.63822747375565,Random Forest
11,2,-0.9264032074354648,-0.9354643675598311,1.1386333534002366,0.25,0.034999999999999996,359.63822747375565,Random Forest
11,3,-0.9845942876749255,-0.9394651488538939,1.5297696049903113,0.08500000000000002,0.034999999999999976,359.63822747375565,Random Forest
11,4,-1.1747981302174242,-1.0700248190204975,2.594603492548211,0.385,0.09000000000000001,359.63822747375565,Random Forest
11,5,-0.6906384091218263,-0.7094922680233625,2.793533757256835,0.09999999999999998,0.7849999999999999,359.63822747375565,Random Forest
11,6,NA,Inf,0.5835929558806294,0.885,0.885,359.63822747375565,Random Forest
11,7,NA,Inf,1.3309701148018491,0.83,0.83,359.63822747375565,Random Forest
11,8,NA,Inf,1.644254101353673,0.775,0.775,359.63822747375565,Random Forest
11,9,NA,Inf,0.5226243105716585,0.965,0.965,359.63822747375565,Random Forest
11,10,NA,Inf,1.472520392097341,0.9299999999999999,0.93,359.63822747375565,Random Forest
11,11,0.6219546174266174,0.4145599482520322,4.8898930042593705,0.77,0.675,359.63822747375565,Random Forest
12,1,-0.4632625442122606,-0.6560036507380499,0.5818801655235625,0.915,0.09000000000000001,367.6217052048047,Random Forest
12,2,-0.6141663162247754,-0.6205460188588641,6.134352661170805,0.01999999999999999,1,367.6217052048047,Random Forest
12,3,-0.8957738130200711,-0.9161107684939876,2.013552733652448,0.045000000000000005,0.06500000000000004,367.6217052048047,Random Forest
12,4,-1.451474633413775,-1.3362511399837418,2.607082180524487,0.275,0.155,367.6217052048047,Random Forest
12,5,-0.6624641763906762,-0.6868053384515875,4.133920649441076,0.03000000000000007,0.95,367.6217052048047,Random Forest
12,6,NA,Inf,0.8897979754113154,0.795,0.795,367.6217052048047,Random Forest
12,7,NA,Inf,1.6587966316166807,0.68,0.68,367.6217052048047,Random Forest
12,8,NA,Inf,1.3794028405814887,0.71,0.71,367.6217052048047,Random Forest
12,9,NA,Inf,0.6930901547197735,0.92,0.92,367.6217052048047,Random Forest
12,10,NA,Inf,1.4358322598803932,0.83,0.83,367.6217052048047,Random Forest
12,11,-0.1291587215142274,-0.12624613068806637,3.7524723266158206,0.9099999999999999,1,367.6217052048047,Random Forest
11,1,-0.9986436199699381,-1,0.5160394279802295,0.26,NA,306.36077766195933,SuperLearner
11,2,-0.9829931657828983,-1,1.0770933383442234,0.07500000000000002,NA,306.36077766195933,SuperLearner
11,3,-0.9847961230717633,-1,1.3833100081631862,0.025,NA,306.36077766195933,SuperLearner
11,4,-1.0145926336535747,-1,1.5881954573712191,0.004999999999999996,NA,306.36077766195933,SuperLearner
11,5,-0.9794312253104128,-1,3.856301471962369,0.004999999999999997,NA,306.36077766195933,SuperLearner
11,6,NA,NA,0.12293771244868731,1,NA,306.36077766195933,SuperLearner
11,7,NA,NA,0.30173874704874665,1,NA,306.36077766195933,SuperLearner
11,8,NA,NA,0.3546919777256335,1,NA,306.36077766195933,SuperLearner
11,9,NA,NA,0.12131902095210423,1,NA,306.36077766195933,SuperLearner
11,10,NA,NA,0.3016363547343626,1,NA,306.36077766195933,SuperLearner
11,11,-0.8440197335676092,-1,2.900653415463829,0.815,NA,306.36077766195933,SuperLearner
12,1,-1.0022887645319478,-1,0.43088400289784345,0.4799999999999999,NA,301.85348465291656,SuperLearner
12,2,-0.6125195026845287,-0.8630135361349827,7.242943279663373,0.5650000000000002,NA,301.85348465291656,SuperLearner
12,3,-0.9736410363906421,-1,2.118934358634065,0.03999999999999999,NA,301.85348465291656,SuperLearner
12,4,-0.9847630545837549,-1,1.6172749096525163,0.034999999999999976,NA,301.85348465291656,SuperLearner
12,5,-0.9753287625650484,-1,5.904629495819028,0.06999999999999997,NA,301.85348465291656,SuperLearner
12,6,NA,NA,0.2755356723396215,1,NA,301.85348465291656,SuperLearner
12,7,NA,NA,0.5024954496595929,1,NA,301.85348465291656,SuperLearner
12,8,NA,NA,0.47276929379214827,1,NA,301.85348465291656,SuperLearner
12,9,NA,NA,0.2890105997951728,1,NA,301.85348465291656,SuperLearner
12,10,NA,NA,0.4094502918572818,1,NA,301.85348465291656,SuperLearner
12,11,-0.6792979242402268,-0.8401753385947182,9.731544920218496,0.58,NA,301.85348465291656,SuperLearner
11,1,-10.452287226581609,-2.8641817744437654,43.86628673276564,0.995,0.004999999999999997,185.48497260051965,BKMR1
11,2,-2.663227241765527,-0.3108701957394019,46.62468687682473,0.9850000000000001,0.009999999999999992,185.48497260051965,BKMR1
11,3,1.025788593830703,-0.052491845395760885,32.8994446059198,1,0,185.48497260051965,BKMR1
11,4,3.403159579652065,1.487497070251268,37.367628692997044,1,0.009999999999999995,185.48497260051965,BKMR1
11,5,0.10598110686589628,-0.7497708392196625,50.20463692497189,0.985,0.009999999999999995,185.48497260051965,BKMR1
11,6,NA,Inf,47.25153180490497,0.99,0.99,185.48497260051965,BKMR1
11,7,NA,Inf,51.439848870223614,1,1,185.48497260051965,BKMR1
11,8,NA,-Inf,56.26995398034633,1,1,185.48497260051965,BKMR1
11,9,NA,-Inf,46.51624579914089,0.98,0.98,185.48497260051965,BKMR1
11,10,NA,-Inf,45.41165449340616,1,1,185.48497260051965,BKMR1
11,11,-7.195194539436261,-8.944516783525565,82.93930996986627,0.975,0.025,185.48497260051965,BKMR1
12,1,-14.88401821802118,-5.288590108520243,36.940840247496496,1,0,176.16397953236103,BKMR1
12,2,-0.4448922877541885,-0.8372492342817284,39.35700511577278,0.98,0,176.16397953236103,BKMR1
12,3,-0.9115107033010131,-0.9562643310131753,37.08845895588176,0.995,0,176.16397953236103,BKMR1
12,4,6.763598146283727,5.399152320202126,42.42271602462787,0.99,0.009999999999999993,176.16397953236103,BKMR1
12,5,-0.695894469697256,-0.8586962871919043,42.80932787414197,0.995,0.004999999999999997,176.16397953236103,BKMR1
12,6,NA,Inf,47.95990703346795,1,1,176.16397953236103,BKMR1
12,7,NA,-Inf,41.50761699252322,0.99,0.99,176.16397953236103,BKMR1
12,8,NA,-Inf,52.07791186987847,0.995,0.995,176.16397953236103,BKMR1
12,9,NA,-Inf,51.62100852165301,0.99,0.99,176.16397953236103,BKMR1
12,10,NA,-Inf,46.48354986795952,0.99,0.99,176.16397953236103,BKMR1
12,11,-1.1901172407562661,-2.0831760781967548,109.75567636431072,0.955,0.019999999999999987,176.16397953236103,BKMR1
11,1,-0.9217587389781691,-1,0.4807468243982909,0.895,NA,298.80059654599427,BART
11,2,-0.8340810609813618,-0.95004400744669,0.9687096000316551,0.915,NA,298.80059654599427,BART
11,3,-0.6636373610950975,-0.8198297677027327,1.100563792597255,0.94,NA,298.80059654599427,BART
11,4,-0.8168329087922842,-0.9592217304338977,1.3389140837774354,0.8800000000000001,NA,298.80059654599427,BART
11,5,-0.0064778201591137565,-0.0034112274701141284,1.1846766903500507,0.975,0.995,298.80059654599427,BART
11,6,NA,NA,0.10145628548733855,0.99,NA,298.80059654599427,BART
11,7,NA,NA,0.11580649547868786,0.99,NA,298.80059654599427,BART
11,8,NA,NA,0.1202395536166467,0.98,0.98,298.80059654599427,BART
11,9,NA,NA,0.11891033940875809,0.99,NA,298.80059654599427,BART
11,10,NA,NA,0.11079781948127762,1,NA,298.80059654599427,BART
11,11,0.3512718381173017,0.38053160885721043,1.6537843053933317,0.98,0.43499999999999994,298.80059654599427,BART
12,1,-0.8243173550771595,-1,0.6916188493342333,0.975,0,311.8776025788784,BART
12,2,-0.05020995829876094,-0.06901574156802179,2.2081429240213764,0.995,1,311.8776025788784,BART
12,3,-0.35462178651888776,-0.37247308838413795,1.267372755748269,0.98,NA,311.8776025788784,BART
12,4,-0.8315072065302597,-0.9610562201016627,1.34767317224135,0.9049999999999999,NA,311.8776025788784,BART
12,5,-0.07882757161104817,-0.09337027297704734,1.3732409287959009,0.99,1,311.8776025788784,BART
12,6,NA,NA,0.09037906512206022,0.995,0.995,311.8776025788784,BART
12,7,NA,NA,0.13383143914450862,0.995,NA,311.8776025788784,BART
12,8,NA,NA,0.1027620568586144,0.995,NA,311.8776025788784,BART
12,9,NA,NA,0.1424227918081524,1,NA,311.8776025788784,BART
12,10,NA,NA,0.1308223460953504,0.99,NA,311.8776025788784,BART
12,11,0.07303496651178301,0.06197484520319814,2.6085571012275923,0.99,1,311.8776025788784,BART
11,1,12.913431456481316,6.90876166324474,24.522616787611724,0.955,0.04999999999999999,362.92558210384846,GAM2
11,2,-0.3264275280583338,-0.9111133758109835,16.557756607234982,0.935,0.06500000000000003,362.92558210384846,GAM2
11,3,-0.033704923474326375,0.5395700192894134,24.164940923376307,0.9650000000000001,0.045000000000000026,362.92558210384846,GAM2
11,4,2.680804302209013,3.4536598880305194,24.29451626365695,0.975,0.035,362.92558210384846,GAM2
11,5,0.5887837404372245,0.3403015669344659,18.449953961454046,0.94,0.05999999999999997,362.92558210384846,GAM2
11,6,NA,-Inf,19.27033593769224,0.96,0.96,362.92558210384846,GAM2
11,7,NA,-Inf,20.56339971058387,0.915,0.9149999999999999,362.92558210384846,GAM2
11,8,NA,-Inf,20.652527252990293,0.94,0.9400000000000001,362.92558210384846,GAM2
11,9,NA,-Inf,22.045418527090455,0.94,0.9400000000000001,362.92558210384846,GAM2
11,10,NA,-Inf,22.964882038843673,0.925,0.925,362.92558210384846,GAM2
11,11,-4.69621589836199,-4.557740930560356,31.938366727594058,0.905,0.07999999999999999,362.92558210384846,GAM2
12,1,6.486660439390427,2.7569024155431245,21.633017883895416,0.955,0.04500000000000001,323.60506896207727,GAM2
12,2,0.08002178243295419,-0.10100396844737833,15.42352539712853,0.955,0.10500000000000001,323.60506896207727,GAM2
12,3,-1.13842376431925,-1.2671584765423134,21.17590662290608,0.96,0.03999999999999997,323.60506896207727,GAM2
12,4,2.19223275255925,3.2825524977207827,25.702537533458457,0.935,0.06999999999999998,323.60506896207727,GAM2
12,5,0.5335819527476133,0.4903374758129987,16.659337016224065,0.92,0.11499999999999994,323.60506896207727,GAM2
12,6,NA,-Inf,18.078236336938275,0.9650000000000001,0.9650000000000001,323.60506896207727,GAM2
12,7,NA,-Inf,19.705245085455438,0.9450000000000001,0.9450000000000001,323.60506896207727,GAM2
12,8,NA,-Inf,19.500383270443713,0.9650000000000001,0.9650000000000001,323.60506896207727,GAM2
12,9,NA,-Inf,19.277588310860075,0.94,0.9400000000000001,323.60506896207727,GAM2
12,10,NA,-Inf,21.456431242371043,0.94,0.9400000000000001,323.60506896207727,GAM2
12,11,-0.9182822204355892,-0.8775671098587989,28.058654865066487,0.925,0.04999999999999998,323.60506896207727,GAM2
11,1,NA,NA,NA,NA,NA,NA,BKMR2
11,2,NA,NA,NA,NA,NA,NA,BKMR2
11,3,NA,NA,NA,NA,NA,NA,BKMR2
11,4,NA,NA,NA,NA,NA,NA,BKMR2
11,5,NA,NA,NA,NA,NA,NA,BKMR2
11,6,NA,NA,NA,NA,NA,NA,BKMR2
11,7,NA,NA,NA,NA,NA,NA,BKMR2
11,8,NA,NA,NA,NA,NA,NA,BKMR2
11,9,NA,NA,NA,NA,NA,NA,BKMR2
11,10,NA,NA,NA,NA,NA,NA,BKMR2
11,11,NA,NA,NA,NA,NA,NA,BKMR2
12,1,NA,NA,NA,NA,NA,NA,BKMR2
12,2,NA,NA,NA,NA,NA,NA,BKMR2
12,3,NA,NA,NA,NA,NA,NA,BKMR2
12,4,NA,NA,NA,NA,NA,NA,BKMR2
12,5,NA,NA,NA,NA,NA,NA,BKMR2
12,6,NA,NA,NA,NA,NA,NA,BKMR2
12,7,NA,NA,NA,NA,NA,NA,BKMR2
12,8,NA,NA,NA,NA,NA,NA,BKMR2
12,9,NA,NA,NA,NA,NA,NA,BKMR2
12,10,NA,NA,NA,NA,NA,NA,BKMR2
12,11,NA,NA,NA,NA,NA,NA,BKMR2
